Date,close,long_signal,short_signal,pct_change,log_return
2014-10-19,389.5459899902344,0,0,-0.004843619645193642,-0.004855387987120306
2014-10-20,382.8450012207031,0,0,-0.01720204787552615,-0.017351722052715512
2014-10-21,386.4750061035156,0,0,0.009481656731152865,0.009436987957972875
2014-10-22,383.1579895019531,1,0,-0.00858274545359361,-0.008619789324393464
2014-10-23,358.4169921875,1,0,-0.06457126822962156,-0.06675031813644425
2014-10-24,358.3450012207031,1,0,-0.0002008581299606238,-0.00020087830465635576
2014-10-25,347.27099609375,1,0,-0.03090319409850706,-0.031390769190214725
2014-10-26,354.7040100097656,1,0,0.02140407347467921,0.021178223352178425
2014-10-27,352.989013671875,0,0,-0.004835006905739236,-0.004846733365239283
2014-10-28,357.6180114746094,0,0,0.013113716357861849,0.013028475982844394
2014-10-29,335.59100341796875,0,0,-0.061593676352636795,-0.06357224291092703
2014-10-30,345.30499267578125,0,0,0.02894591678226255,0.028534896464091998
2014-10-31,338.3210144042969,0,0,-0.020225535163465924,-0.02043287172521867
2014-11-01,325.7489929199219,0,0,-0.037160037210550945,-0.037868067090557754
2014-11-02,325.8919982910156,0,0,0.00043900479879277476,0.0004389084643792419
2014-11-03,327.5539855957031,0,0,0.005099810100901436,0.005086850113011883
2014-11-04,330.49200439453125,0,0,0.008969571209719529,0.008929583542813927
2014-11-05,339.4859924316406,0,0,0.02721393533736638,0.02685022019464371
2014-11-06,349.2900085449219,0,0,0.02887900040604885,0.028469860439230645
2014-11-07,342.4150085449219,0,0,-0.019682784596788183,-0.01987907050661142
2014-11-08,345.4880065917969,0,0,0.008974484091493373,0.008934452738033633
2014-11-09,363.2640075683594,0,0,0.0514518612438124,0.050171934079645264
2014-11-10,366.92401123046875,0,0,0.010075326995947043,0.01002490925623583
2014-11-11,367.69500732421875,0,0,0.0021012418652148757,0.002099037344141317
2014-11-12,423.5610046386719,0,0,0.1519356972535466,0.14144374235950072
2014-11-13,420.7349853515625,0,0,-0.00667204784236497,-0.006694405456441629
2014-11-14,397.8179931640625,0,0,-0.05446894835320326,-0.05600854991385603
2014-11-15,376.13299560546875,0,0,-0.054509846038187426,-0.056051804516045835
2014-11-16,387.8819885253906,0,0,0.03123627295980591,0.0307583475088815
2014-11-17,387.4079895019531,0,0,-0.0012220186486088247,-0.00122276592224785
2014-11-18,375.197998046875,0,0,-0.031517139000605376,-0.032024492730085764
2014-11-19,380.55499267578125,0,0,0.01427778041672001,0.014176812837002903
2014-11-20,357.8399963378906,0,0,-0.059689129758029424,-0.061544745368212604
2014-11-21,350.8479919433594,0,0,-0.019539471456759827,-0.019732890613733702
2014-11-22,352.9200134277344,0,1,0.005905752724699953,0.0058883821245041875
2014-11-23,367.572998046875,0,0,0.04151927933138033,0.04068049266746527
2014-11-24,376.9010009765625,0,0,0.02537728010287066,0.02506062301536968
2014-11-25,375.3479919433594,0,0,-0.004120469378375846,-0.004128981904106339
2014-11-26,368.3699951171875,0,0,-0.01859073972939984,-0.018765719594816287
2014-11-27,369.6700134277344,0,0,0.0035291102092429583,0.003522897512379116
2014-11-28,376.4469909667969,0,0,0.018332505458648285,0.018166490984887675
2014-11-29,375.4909973144531,0,0,-0.0025395173166042895,-0.0025427473603651814
2014-11-30,378.0469970703125,0,0,0.0068070866522502715,0.006784023042740145
2014-12-01,379.2449951171875,0,0,0.0031689130085912343,0.003163902586034823
2014-12-02,381.31500244140625,0,0,0.005458232411423403,0.005443390244398497
2014-12-03,375.010009765625,0,0,-0.01653486654186942,-0.01667309327292109
2014-12-04,369.60400390625,1,0,-0.014415630832770754,-0.014520545533967717
2014-12-05,376.85400390625,1,0,0.019615588368569137,0.01942568211280815
2014-12-06,374.7850036621094,1,0,-0.005490190425720742,-0.005505316911438858
2014-12-07,375.0950012207031,1,0,0.0008271343718790902,0.0008267924847559234
2014-12-08,361.90899658203125,1,0,-0.03515377329945624,-0.035786540910186744
2014-12-09,352.218994140625,0,0,-0.026774693453109233,-0.027139664971795558
2014-12-10,346.364990234375,0,0,-0.016620352688625162,-0.016760020464782286
2014-12-11,350.5060119628906,1,0,0.011955659045429279,0.011884754732860379
2014-12-12,352.5419921875,1,0,0.0058086884536090455,0.005791883069589239
2014-12-13,347.3760070800781,1,0,-0.014653531272593279,-0.014761954756862644
2014-12-14,351.6319885253906,1,0,0.012251800235389965,0.012177354377937011
2014-12-15,345.3450012207031,0,0,-0.017879452125651896,-0.01804122065223821
2014-12-16,327.06201171875,0,0,-0.05294123105105797,-0.05439412969735232
2014-12-17,319.7760009765625,0,0,-0.02227715381526163,-0.022529037468551814
2014-12-18,311.39599609375,1,0,-0.026205859280311383,-0.026555352175350936
2014-12-19,317.8429870605469,1,0,0.020703512722289208,0.02049210790497289
2014-12-20,329.95599365234375,1,0,0.03811003257872558,0.037401783536729974
2014-12-21,320.8429870605469,1,0,-0.02761885453548918,-0.02800742641911091
2014-12-22,331.885986328125,1,0,0.034418702333968154,0.03383962868132819
2014-12-23,334.5719909667969,0,0,0.00809315472578076,0.008060580781696913
2014-12-24,322.53399658203125,0,0,-0.0359802814036525,-0.036643529605327387
2014-12-25,319.00799560546875,0,0,-0.01093218393697526,-0.010992379373534256
2014-12-26,327.92401123046875,0,0,0.027949191706237997,0.02756574140127263
2014-12-27,315.8630065917969,0,0,-0.036779876512901266,-0.03747331232117634
2014-12-28,317.239013671875,0,0,0.004356341361166027,0.004346879974207228
2014-12-29,312.6700134277344,0,0,-0.014402390775512863,-0.014507111911498328
2014-12-30,310.73699951171875,0,1,-0.006182281104684106,-0.0062014705350289445
2015-01-06,286.1889953613281,0,0,-0.07899929583205245,-0.08229447815823264
2015-01-07,294.3370056152344,0,0,0.028470732229305185,0.0280729729527459
2015-01-08,283.3489990234375,0,0,-0.03733137995621494,-0.038046038508232904
2015-01-09,290.4079895019531,0,0,0.024912706601556422,0.02460744467252288
2015-01-10,274.7959899902344,0,0,-0.05375884988044988,-0.05525782685593136
2015-01-11,265.6600036621094,0,0,-0.03324643248414827,-0.03381165828602173
2015-01-12,267.7959899902344,0,1,0.00804030075540374,0.008008149758100299
2015-01-13,225.86099243164062,0,0,-0.1565930750498653,-0.17030572694913534
2015-01-14,178.10299682617188,1,0,-0.21144862196566871,-0.23755771549530522
2015-01-15,209.843994140625,1,0,0.17821708719158869,0.164002352794029
2015-01-16,208.0970001220703,1,0,-0.00832520380537527,-0.008360051860799687
2015-01-17,199.25999450683594,1,0,-0.04246580013191237,-0.043393840687305896
2015-01-18,210.33900451660156,1,0,0.05560077444138223,0.05411005929718177
2015-01-19,214.86099243164062,0,0,0.021498570488300173,0.02127073585047844
2015-01-20,211.31500244140625,1,0,-0.016503647079460282,-0.016641349425745678
2015-01-21,226.89700317382812,0,0,0.0737382606648691,0.07114626123199319
2015-01-22,233.406005859375,0,0,0.028687036825075563,0.02828326756390444
2015-01-23,232.87899780273438,0,0,-0.0022579027249116645,-0.002260455630801953
2015-01-24,247.8470001220703,0,0,0.06427373211222309,0.06229262485473296
2015-01-25,253.71800231933594,0,0,0.02368800991891784,0.023411802380044453
2015-01-26,273.4729919433594,0,0,0.07786199419605744,0.07497944406522498
2015-01-27,263.4750061035156,0,0,-0.03655931713327831,-0.03724435725045598
2015-01-28,233.9149932861328,0,0,-0.11219285371519871,-0.11900073718364432
2015-01-29,233.51300048828125,0,0,-0.001718542245643162,-0.0017200206333921858
2015-01-30,226.4250030517578,0,0,-0.03035375941254781,-0.030823974429389264
2015-01-31,217.46400451660156,0,0,-0.03957601154633916,-0.040380437381728564
2015-02-01,226.9720001220703,0,0,0.043722158187070814,0.04279332203631927
2015-02-02,238.22900390625,0,0,0.04959644263664864,0.04840574994570224
2015-02-03,227.26800537109375,0,0,-0.046010344481269505,-0.04710245086441019
2015-02-04,226.85299682617188,0,0,-0.001826075536872085,-0.0018277448453036722
2015-02-05,217.11099243164062,0,0,-0.042944129153365984,-0.0438935079933491
2015-02-06,222.26600646972656,0,0,0.023743680503459652,0.02346618327569626
2015-02-07,227.75399780273438,0,0,0.02469109613374587,0.0243911975438062
2015-02-08,223.41200256347656,0,0,-0.01906440844572377,-0.01924847748019274
2015-02-09,220.11000061035156,0,0,-0.01477987715627238,-0.01489018780860793
2015-02-10,219.83900451660156,0,0,-0.0012311848303054873,-0.0012319433610069224
2015-02-11,219.18499755859375,0,0,-0.0029749359511789253,-0.002979369869067089
2015-02-12,221.76400756835938,0,0,0.011766361924821833,0.01169767654801286
2015-02-13,235.427001953125,0,0,0.061610513511999754,0.05978710744575146
2015-02-14,257.3210144042969,0,0,0.09299703207166998,0.08892349379425551
2015-02-15,234.8249969482422,1,0,-0.08742394206758974,-0.09148384584019954
2015-02-16,233.84300231933594,0,0,-0.004181814720187971,-0.00419058296067406
2015-02-17,243.61000061035156,0,0,0.04176733190278581,0.04091862847771824
2015-02-18,236.3260040283203,0,0,-0.02990023629482208,-0.03035636359272711
2015-02-19,240.2830047607422,0,0,0.016743822791281504,0.01660519034172677
2015-02-20,243.7790069580078,0,0,0.014549519225243168,0.014444690551578291
2015-02-21,244.53399658203125,0,0,0.003097024774383117,0.003092238871982713
2015-02-22,235.9770050048828,0,0,-0.03499305494022753,-0.035619980715916974
2015-02-23,238.89199829101562,0,0,0.012352870086102197,0.012277195944320576
2015-02-24,238.73500061035156,1,0,-0.0006571910394118641,-0.0006574070841032816
2015-02-25,237.47000122070312,0,0,-0.005298759655745222,-0.005312847871439998
2015-02-26,236.42599487304688,0,0,-0.00439637150919947,-0.004406063968623295
2015-02-27,253.8280029296875,0,0,0.07360446158209011,0.07102164294766813
2015-02-28,254.26300048828125,0,0,0.0017137492852363767,0.001712282492500946
2015-03-01,260.2019958496094,0,0,0.02335768613570588,0.023089070174587865
2015-03-02,275.6700134277344,0,1,0.059446191131697246,0.05774631039705618
2015-03-03,281.7019958496094,0,1,0.02188116997881684,0.021645212985012714
2015-03-04,273.0920104980469,0,1,-0.030564161697168357,-0.03104098668249274
2015-03-05,276.1780090332031,0,1,0.011300215372570532,0.011236844892019125
2015-03-06,272.7229919433594,0,1,-0.012510109338315867,-0.012589019563885341
2015-03-07,276.260986328125,0,0,0.012972849702017175,0.012889423033744005
2015-03-08,274.35400390625,0,0,-0.006902829267430466,-0.006926764001895432
2015-03-09,289.60699462890625,0,0,0.0555960201254011,0.05410555539115712
2015-03-10,291.760009765625,0,1,0.007434264975117566,0.007406767027843437
2015-03-11,296.3789978027344,0,1,0.01583146381445455,0.015707453323950217
2015-03-12,294.35400390625,0,1,-0.006832447344437664,-0.006855895378802532
2015-03-13,285.3370056152344,0,1,-0.03063317696159995,-0.0311121803793417
2015-03-14,281.885009765625,0,1,-0.012097960592830526,-0.01217173654759659
2015-03-15,286.39300537109375,0,0,0.015992321156832467,0.01586579121122548
2015-03-16,290.5929870605469,0,0,0.014665098695448187,0.014558606023415802
2015-03-17,285.5050048828125,0,0,-0.01750896409855296,-0.017664059044773035
2015-03-18,256.29901123046875,0,0,-0.10229590778743636,-0.10791478367740183
2015-03-19,260.9280090332031,0,0,0.018060927275961758,0.017899766313779417
2015-03-20,261.7489929199219,0,0,0.003146399996537985,0.0031414604385734918
2015-03-21,260.0249938964844,0,0,-0.006586459050732407,-0.006608245488491631
2015-03-22,267.9599914550781,0,0,0.03051628783713256,0.030059926984876507
2015-03-23,266.739990234375,0,1,-0.004552923046751367,-0.004563319168047861
2015-03-24,245.59500122070312,0,0,-0.07927191192851335,-0.082590521853266
2015-03-25,246.19700622558594,0,0,0.0024512103336411517,0.0024482110178939095
2015-03-26,248.53199768066406,0,0,0.00948423984058766,0.009439546802021883
2015-03-27,247.0290069580078,0,0,-0.006047473712368467,-0.006065833740133761
2015-03-28,252.79800415039062,1,0,0.023353521367486474,0.023085000457077995
2015-03-29,242.71299743652344,0,0,-0.039893537719022376,-0.04071110245965527
2015-03-30,247.5260009765625,0,0,0.019830019780040065,0.01963596613450928
2015-03-31,244.2239990234375,0,0,-0.013340020604290626,-0.013429797994592731
2015-04-01,247.27200317382812,0,0,0.012480362956050595,0.012403125199171193
2015-04-02,253.0050048828125,0,0,0.023185001275515038,0.022920312531111483
2015-04-03,254.32200622558594,0,0,0.005205435929551916,0.005191934481623315
2015-04-04,253.69700622558594,0,0,-0.002457514429347607,-0.0024605390743548295
2015-04-05,260.5979919433594,0,0,0.027201683695223133,0.02683829306360957
2015-04-06,255.49200439453125,0,1,-0.0195933495525088,-0.019787843949012902
2015-04-07,253.17999267578125,0,1,-0.009049252731916368,-0.009090445919442811
2015-04-08,245.02200317382812,0,1,-0.03222209391719244,-0.03275265389486289
2015-04-09,243.67599487304688,0,1,-0.005493418074075329,-0.00550856238328955
2015-04-10,236.07200622558594,0,0,-0.031205325134396444,-0.031702583387589446
2015-04-11,236.552001953125,0,0,0.002033259831241363,0.0020311955561355304
2015-04-12,236.1529998779297,0,0,-0.0016867414855967766,-0.0016881656356903948
2015-04-13,224.58700561523438,0,0,-0.04897669844835306,-0.05021671457956225
2015-04-14,219.15899658203125,0,0,-0.024168847250684022,-0.024465706767396074
2015-04-15,223.83299255371094,0,0,0.02132696373215137,0.02110272663610571
2015-04-16,228.572998046875,0,0,0.02117652737018494,0.02095542078043026
2015-04-17,222.8820037841797,0,0,-0.0248979289387814,-0.025213125195807665
2015-04-18,223.3560028076172,0,0,0.0021266814520228827,0.0021244232660850323
2015-04-19,222.60000610351562,0,0,-0.0033847163031150984,-0.003390457413689029
2015-04-20,224.62600708007812,0,0,0.00910153154093063,0.009060362216785637
2015-04-21,235.2689971923828,0,0,0.04738093442808933,0.0462926999365405
2015-04-22,234.17599487304688,0,0,-0.004645755847049293,-0.004656580910825517
2015-04-23,236.46200561523438,0,0,0.00976193458012986,0.009714594733087079
2015-04-24,231.26800537109375,0,0,-0.021965474878836044,-0.022210307810530832
2015-04-25,226.38999938964844,0,0,-0.021092437640122474,-0.02131806137951217
2015-04-26,219.42999267578125,0,0,-0.03074343713340466,-0.031225931376802334
2015-04-27,229.28599548339844,0,0,0.04491638853663882,0.043936871246002325
2015-04-28,225.85499572753906,0,0,-0.014963843511793584,-0.01507693138911128
2015-04-29,225.80799865722656,0,0,-0.00020808514844272707,-0.00020810680116101977
2015-04-30,236.14500427246094,0,0,0.04577785409154522,0.04476096650210979
2015-05-01,232.07899475097656,0,0,-0.017218274568252423,-0.01736823289978208
2015-05-02,234.92999267578125,0,0,0.012284601318028887,0.012209757927328984
2015-05-03,240.35800170898438,0,0,0.023104793778690125,0.022841919434434907
2015-05-04,239.01800537109375,0,0,-0.0055750019902105485,-0.005590600314613073
2015-05-05,236.12100219726562,1,0,-0.012120439082948242,-0.012194490570728496
2015-05-06,229.78199768066406,1,0,-0.026846423899665184,-0.02721337153245333
2015-05-07,237.33399963378906,0,0,0.032865942629762834,0.032337406914244825
2015-05-08,243.86300659179688,0,0,0.02750978354589817,0.0271381890420925
2015-05-09,241.83200073242188,0,0,-0.008328470512031005,-0.00836334599719275
2015-05-10,240.29600524902344,0,0,-0.006351498059588678,-0.0063717546420386335
2015-05-11,242.1580047607422,0,1,0.00774877430770915,0.007718906748170874
2015-05-12,241.11199951171875,0,1,-0.004319515475265434,-0.004328871534384656
2015-05-13,236.3769989013672,0,1,-0.019638179020291524,-0.019833570375609212
2015-05-14,236.9290008544922,0,1,0.002335260857404098,0.002332538373417759
2015-05-15,237.60499572753906,0,1,0.0028531537743750057,0.002849091256635625
2015-05-16,236.1529998779297,0,0,-0.0061109651552713196,-0.006129713522271202
2015-05-17,236.802001953125,0,0,0.002748227105015877,0.002744457633568561
2015-05-18,233.1280059814453,0,0,-0.015515054523934979,-0.015636672562722796
2015-05-19,231.94700622558594,0,0,-0.005065885374378243,-0.005078760472612182
2015-05-20,234.01800537109375,0,0,0.008928759974998757,0.008889134295103438
2015-05-21,235.343994140625,0,0,0.005666182682946053,0.005650190252098664
2015-05-22,240.34800720214844,0,0,0.021262548380705182,0.021039654392675935
2015-05-23,238.8719940185547,0,0,-0.00614115007973548,-0.006160084501103912
2015-05-24,240.9530029296875,0,0,0.008711816216392387,0.008674087312006046
2015-05-25,237.11000061035156,0,0,-0.015949177941797066,-0.016077734830484965
2015-05-26,237.11599731445312,0,0,2.5290810535816277e-05,2.529049072865961e-05
2015-05-27,237.2830047607422,0,0,0.0007043280427325715,0.0007040801201424068
2015-05-28,237.4080047607422,0,0,0.0005267971051110543,0.0005266583962282316
2015-05-29,237.0959930419922,0,0,-0.0013142426223767822,-0.0013151069966266735
2015-05-30,233.34500122070312,0,0,-0.015820561845702352,-0.015947042706826734
2015-05-31,230.19000244140625,0,0,-0.013520747231747232,-0.013612984892928127
2015-06-01,222.92599487304688,0,0,-0.03155657279341828,-0.032065210637688614
2015-06-02,225.80299377441406,0,0,0.012905623245084596,0.012823055324273793
2015-06-03,225.87399291992188,0,0,0.0003144296021988513,0.00031438017957116854
2015-06-04,224.32400512695312,0,0,-0.006862179097875454,-0.006885832118475905
2015-06-05,224.95199584960938,1,0,0.0027994806989151133,0.002795569450765387
2015-06-06,225.61900329589844,1,0,0.002965110150589645,0.0029607228818376284
2015-06-07,222.88099670410156,1,0,-0.012135531811591216,-0.012209768590979025
2015-06-08,228.48899841308594,1,0,0.02516141704278896,0.024850080233436732
2015-06-09,229.04800415039062,0,0,0.002446532398439949,0.002443544510369354
2015-06-10,228.80299377441406,0,0,-0.0010696900716746782,-0.0010702625984199304
2015-06-11,229.7050018310547,0,0,0.003942291321283875,0.003934540853908535
2015-06-12,229.98199462890625,0,0,0.0012058631533644615,0.0012051366843483038
2015-06-13,232.40199279785156,0,0,0.010522554919354388,0.010467578165980995
2015-06-14,233.54299926757812,0,1,0.0049096242936221834,0.004897611391449256
2015-06-15,236.822998046875,0,1,0.014044517667339163,0.013946807230271138
2015-06-16,250.89500427246094,0,0,0.05941993109470145,0.0577215235200358
2015-06-17,249.28399658203125,1,0,-0.006421043316909625,-0.006441746888822008
2015-06-18,249.0070037841797,1,0,-0.001111153550366062,-0.0011117713391535112
2015-06-19,244.6060028076172,1,0,-0.017674205583297353,-0.017832259441455525
2015-06-20,245.21200561523438,1,0,0.0024774649872096877,0.002474401130183899
2015-06-21,243.94400024414062,1,0,-0.005171057460715778,-0.0051844736489190454
2015-06-22,246.99000549316406,1,0,0.01248649380995226,0.012409180462625208
2015-06-23,244.29600524902344,0,0,-0.010907324929045337,-0.01096724591440124
2015-06-24,240.51499938964844,0,0,-0.01547714976149872,-0.015598171178905587
2015-06-25,242.7989959716797,0,0,0.009496275025787648,0.00945146884397475
2015-06-26,243.593994140625,0,0,0.0032743058337771913,0.0032689569671338244
2015-06-27,250.99000549316406,0,0,0.0303620431145335,0.029910238649985002
2015-06-28,249.01100158691406,0,0,-0.007884791676710412,-0.007916041018021671
2015-06-29,257.0639953613281,0,0,0.032339911582594416,0.031827984516984625
2015-06-30,263.0719909667969,0,1,0.023371595065360795,0.023102661546717907
2015-07-01,258.6210021972656,0,1,-0.01691928035810175,-0.017064046599051412
2015-07-02,255.41200256347656,0,1,-0.012408116922156931,-0.012485740380607286
2015-07-03,256.33599853515625,0,1,0.0036176685606230663,0.003611140537128755
2015-07-04,260.885986328125,0,1,0.017750092920892246,0.017594399701258708
2015-07-05,271.9129943847656,0,0,0.04226753691082363,0.04139866364903754
2015-07-06,269.0299987792969,0,0,-0.010602640054006462,-0.010659248530482286
2015-07-07,266.2070007324219,0,0,-0.010493246328231565,-0.010548688624993648
2015-07-08,270.7850036621094,0,0,0.017197154534223102,0.01705095721058097
2015-07-09,269.2279968261719,0,0,-0.005749974388834178,-0.005766569135055685
2015-07-10,284.8940124511719,0,0,0.05818865723357458,0.056558632505455265
2015-07-11,293.114990234375,0,0,0.028856267327177054,0.02844776519770061
2015-07-12,310.86700439453125,1,0,0.06056331048085162,0.05880019194966264
2015-07-13,292.0539855957031,1,0,-0.060517901652090145,-0.06242651475623316
2015-07-14,287.4639892578125,0,0,-0.015716259884378525,-0.015841069719805347
2015-07-15,285.8290100097656,0,0,-0.005687596739571199,-0.0057038327096080475
2015-07-16,278.0889892578125,0,0,-0.027079199384585473,-0.027452597215516125
2015-07-17,279.47198486328125,0,0,0.00497321238485493,0.00496088681237782
2015-07-18,274.9010009765625,0,0,-0.016355785675458256,-0.016491018120761647
2015-07-19,273.614013671875,0,0,-0.004681639208717225,-0.004692632405765162
2015-07-20,278.9809875488281,0,0,0.01961512791296327,0.019425230515446274
2015-07-21,275.8330078125,0,0,-0.011283850430048203,-0.01134799606665116
2015-07-22,277.22198486328125,0,0,0.005035572289903145,0.005022936197976215
2015-07-23,276.04901123046875,0,0,-0.004231171035699033,-0.0042401477702135515
2015-07-24,288.27801513671875,0,0,0.044300118488887597,0.043346917965858316
2015-07-25,288.6969909667969,0,0,0.0014533742015652162,0.0014523190754852883
2015-07-26,292.6860046386719,0,0,0.013817302558355227,0.013722713943767523
2015-07-27,293.6239929199219,0,0,0.0032047595935034145,0.003199635296651489
2015-07-28,294.427001953125,0,1,0.002734820902126067,0.0027310880836206508
2015-07-29,289.5899963378906,0,1,-0.01642853944491296,-0.01656498435681487
2015-07-30,287.72198486328125,0,1,-0.006450538686529117,-0.0064714333140721645
2015-07-31,284.6499938964844,0,1,-0.010676942077459284,-0.0107343496138054
2015-08-01,281.60101318359375,0,0,-0.010711332437264742,-0.010769111724396336
2015-08-02,282.614013671875,1,0,0.0035972899274365755,0.0035908351551854666
2015-08-03,281.22698974609375,1,0,-0.004907838460521785,-0.004919921450151317
2015-08-04,285.2179870605469,1,0,0.014191373730012113,0.014091618850608268
2015-08-05,281.8819885253906,1,0,-0.011696311896514655,-0.01176525184182441
2015-08-06,278.5769958496094,1,0,-0.011724738757061592,-0.011794015540393898
2015-08-07,279.5849914550781,0,0,0.0036183734496617603,0.0036118428850578886
2015-08-08,260.99700927734375,0,0,-0.06648419173359299,-0.0687973817394527
2015-08-09,265.0830078125,0,0,0.015655346191397745,0.01553406541650176
2015-08-10,264.4700012207031,0,0,-0.00231250805872274,-0.0023151860348410653
2015-08-11,270.385986328125,0,0,0.02236921042127915,0.02212268918500627
2015-08-12,266.3760070800781,0,0,-0.014830573516412149,-0.014941646019161535
2015-08-13,264.0799865722656,0,0,-0.008619471899818154,-0.008656834399337742
2015-08-14,265.67999267578125,0,0,0.006058793490122394,0.006040512802955279
2015-08-15,261.5509948730469,0,0,-0.01554124479284047,-0.01566327593274089
2015-08-16,258.5069885253906,0,0,-0.011638290074689861,-0.011706545070410978
2015-08-17,257.97601318359375,0,0,-0.0020540076878606817,-0.0020561200546923707
2015-08-18,211.07899475097656,0,0,-0.18178829052312706,-0.20063416232442743
2015-08-19,226.6840057373047,1,0,0.0739297200308271,0.07132455635785633
2015-08-20,235.35000610351562,1,0,0.03822943016215108,0.03751679130467895
2015-08-21,232.56900024414062,1,0,-0.011816468184631446,-0.0118868375389682
2015-08-22,230.38999938964844,1,0,-0.00936926611975275,-0.009413433789144688
2015-08-23,228.16900634765625,1,0,-0.009640145179374393,-0.009686912182080969
2015-08-24,210.4949951171875,1,0,-0.07746017530329796,-0.08062473359634079
2015-08-25,221.60899353027344,1,0,0.05279934758970639,0.05145266189809527
2015-08-26,225.83099365234375,0,0,0.0190515739222179,0.018872365248561083
2015-08-27,224.7689971923828,0,0,-0.004702616070475396,-0.004713708157642016
2015-08-28,231.39599609375,0,0,0.029483598646369513,0.02905731598082126
2015-08-29,229.77999877929688,0,0,-0.006983687452389642,-0.0070081875315019145
2015-08-30,228.76100158691406,0,0,-0.004434664452068193,-0.004444526744575541
2015-08-31,230.05599975585938,1,0,0.005660921922713724,0.005644959118664133
2015-09-01,228.12100219726562,0,0,-0.008410984980383951,-0.008446556918348894
2015-09-02,229.28399658203125,0,0,0.005098146920115454,0.0050851953697263535
2015-09-03,227.18299865722656,0,0,-0.009163299471941166,-0.00920554074485158
2015-09-04,230.29800415039062,0,0,0.013711437526467307,0.013618286292616499
2015-09-05,235.0189971923828,0,0,0.020499496117687865,0.02029220950741306
2015-09-06,239.83999633789062,0,0,0.020513231709355928,0.020305669091942837
2015-09-07,239.8470001220703,0,1,2.9201902462583362e-05,2.9201476095330115e-05
2015-09-08,243.60699462890625,0,1,0.01567663762699678,0.01555502844545953
2015-09-09,238.16799926757812,0,0,-0.02232692607867648,-0.022579945075460288
2015-09-10,238.4770050048828,0,0,0.001297427606794077,0.001296586674883571
2015-09-11,240.10699462890625,0,0,0.006834997042964641,0.0068117443452915295
2015-09-12,235.22900390625,0,0,-0.020315904291731912,-0.02052511060196729
2015-09-13,230.51199340820312,0,0,-0.020052843908342277,-0.020256631126833225
2015-09-14,230.6439971923828,0,0,0.0005726547336126764,0.0005724908294613855
2015-09-15,230.3040008544922,0,0,-0.001474117436522926,-0.0014752050165764698
2015-09-16,229.09100341796875,0,0,-0.005266940357192551,-0.005280859583557768
2015-09-17,229.80999755859375,0,0,0.003138465194607587,0.0031335504931134946
2015-09-18,232.97500610351562,0,0,0.013772283967388832,0.013678307924647123
2015-09-19,231.4929962158203,0,0,-0.006361239827747167,-0.006381558728588466
2015-09-20,231.21200561523438,0,0,-0.0012138190147401584,-0.0012145562897130722
2015-09-21,227.0850067138672,0,0,-0.01784941439518084,-0.018010636554186336
2015-09-22,230.6179962158203,0,0,0.01555800426051368,0.015438219324374681
