Date,macro_factor1,macro_factor2,macro_factor3
2019-12-31,1.374550574603138,1.0016778134684037,0.5876811700390899
2020-01-01,1.374649864649789,0.8443856219752717,-0.10956725485120933
2020-01-02,1.4223735594990894,0.6126375813529765,-0.020990933469316624
2020-01-03,1.3869608658468549,0.2178608713320769,-0.06778356709421027
2020-01-04,1.3568224948247463,0.0867490397969313,-0.1546930701302012
2020-01-05,1.3549925904113724,0.05450303219410092,-0.1401281080449788
2020-01-06,1.19322419769796,-0.28534991122620285,-0.03230181213998681
2020-01-07,1.2468984172367568,-0.1561132125150746,-0.025741660422979568
2020-01-08,1.0472076155704286,-0.40971581637334664,0.1668953782000867
2020-01-09,1.105739323427154,-0.18238765226614312,0.0309601263408871
2020-01-10,1.0622788817703472,-0.11713136811614766,0.0984416101203749
2020-01-11,1.0483518794890414,-0.24896822787782794,-0.16009596948051436
2020-01-12,1.0756672825036182,-0.22130708863942844,-0.05688271008628621
2020-01-13,0.9761231186437769,-0.48375621055948165,-0.0564691245502282
2020-01-14,0.9681797204597794,-0.385831351418957,-0.16795241309360215
2020-01-15,-0.9623447568362287,-0.42277881149087143,-0.24400734047944403
2020-01-16,-0.9042843486599337,-0.3948966685206769,-0.23768448510507303
2020-01-17,-0.8154173584397125,-0.5404413063907775,-0.13342586028706008
2020-01-18,-0.8149779904153338,-0.6082207685937844,-0.04970921162365363
2020-01-19,-0.7562644127298483,-0.5148002064988975,-0.03565515909272529
2020-01-20,-0.6977652351808152,-0.4860082023991309,-0.02023375027006117
2020-01-21,-0.6586046891566765,-0.5309059329058646,0.022399481819152703
2020-01-22,-0.617965280054797,-0.544483244340193,0.018039910960974348
2020-01-23,-0.6020504045134587,-0.5756560604579939,0.08274760136461558
2020-01-24,-0.573913519088123,-0.5370169083546271,-0.09383891670353192
2020-01-25,-0.5513763357959772,-0.4821525991064408,-0.15357339113862506
2020-01-26,-0.5326542751803115,-0.41763059480320347,-0.08854599348971574
2020-01-27,-0.6895875907609613,-0.5347663936762993,-0.2082376229446433
2020-01-28,-0.7443676340726698,0.18634849975410037,0.060666820859625374
2020-01-29,1.0022707207868813,0.06164544038384931,-0.16658252523225298
2020-01-30,-1.1371279806946044,-0.027060775905301156,-0.16599591108483527
2020-01-31,1.303871569094859,-0.19607310683376683,0.12368949932708129
2020-02-01,1.3613549420303341,0.3567524500862454,0.23847045167862355
2020-02-02,1.1736255926780055,0.16440235619829055,-0.05958960988653722
2020-02-03,1.0436326052929539,-0.14274147967678621,-0.2284898126410291
2020-02-04,0.7594102668956987,0.5490118402652194,0.22586283405421312
2020-02-05,0.4668449362151432,0.618888671253097,0.2548507433261651
2020-02-06,0.4650488982392034,0.6785337723113198,0.032482910521102595
2020-02-07,-0.5324375702674237,0.585465132542243,0.05174238571276004
2020-02-08,-0.5251355404383402,0.274442237548597,0.1131980680713904
2020-02-09,0.5084755161346676,0.2172247165031111,0.06758466229865098
2020-02-10,-0.516268699327316,0.3032315455889866,-0.1409453591797299
2020-02-11,-0.46125120735510194,0.3413331870030375,0.1392264943522829
2020-02-12,-0.30429123965101484,0.32519076433544836,-0.2234511186206157
2020-02-13,0.20428518189927722,0.3177146034345797,-0.26764086447460783
2020-02-14,0.04357398990134925,0.3855662554655149,-0.10585090114364784
2020-02-15,-0.12587641802132327,0.39342195292722865,-0.23298971324391982
2020-02-16,-0.23812041910818005,0.24695591863618652,-0.20131412922896358
2020-02-17,-0.18055529831222716,0.22489428065206363,-0.2347909610439445
2020-02-18,-0.3536217407648729,0.12968654633354793,-0.34227127457083445
2020-02-19,0.17464408510803806,-0.05216242281926092,-0.49023542202749554
2020-02-20,0.2740282795408331,-0.12110793377702678,0.638025026075253
2020-02-21,0.8652396446555133,0.04512323403744637,0.48522656765979266
2020-02-22,0.808550001803708,-0.06104980335407695,-0.4343925080724414
2020-02-23,0.43835890066615385,-0.45018560855322903,0.33961692572809465
2020-02-24,1.2718166223128349,-0.0722457746704244,-0.33259190410261363
2020-02-25,1.260638083886759,-0.11304588736761505,0.6776412474581637
2020-02-26,0.6217165657210634,-0.5248964272408928,0.6345437128833595
2020-02-27,1.3213121090924373,0.7961107802768632,0.3562497192016613
2020-02-28,1.6729150631929512,0.6744557224602883,-0.14675588710566373
2020-02-29,1.6624540467906563,-0.47487950011754204,-0.27916991963831256
2020-03-01,1.2702831164417296,-0.29725378696984106,-0.24094293311345186
2020-03-02,0.9079540011883017,-0.054574390127335407,0.3231007631190781
2020-03-03,1.3892433608986947,-0.33116784169919244,0.6452503703241972
2020-03-04,1.2725663230930484,-0.12251389202047806,0.6216993546813819
2020-03-05,1.6152838876452138,0.007731910026463027,0.33571601678621316
2020-03-06,1.622114126831324,-0.062344684388935284,0.6293367009141384
2020-03-07,1.6458288909634784,-0.051625039926014936,0.5508725420857535
2020-03-08,1.6089314605844702,0.13708078244680838,-0.31275734891229784
2020-03-09,1.684952053125981,-0.3841954082589215,0.6075363542891848
2020-03-10,1.3064493172651466,0.020475195461834548,0.3501129047724552
2020-03-11,1.5419154000275068,0.16457050699294806,0.3028080179170508
2020-03-12,1.6145852192049115,-0.4836166255316259,-0.30905284060319377
2020-03-13,1.4369474637941733,0.764461562970242,-0.05287472163549994
2020-03-14,1.4414224594690483,0.6800243335323213,0.0041632612273869735
2020-03-15,1.420573382919336,-0.5513783441140808,-0.02795258063034044
2020-03-16,1.649257229918027,-0.37204047030286286,-0.31152446671264444
2020-03-17,1.5720490802840656,0.6666485461894578,0.0050632219230078886
2020-03-18,1.601334570693165,-0.62005251585189,-0.038489086522260955
2020-03-19,1.50664146174806,-0.593571112094488,0.26405901347782396
2020-03-20,1.4980815808247452,-0.23263852296946397,-0.16435124378016167
2020-03-21,1.4743844926543284,-0.24138771852040303,-0.26800279792398024
2020-03-22,1.3350207288622122,-0.2887511968795634,-0.23562649732818405
2020-03-23,1.225891434402873,-0.10962708830305305,-0.3113854822436441
2020-03-24,0.9773362930129662,-0.045408326716679354,-0.3157098063559546
2020-03-25,0.9024978655091328,-0.33239390414313563,0.4478963066315644
2020-03-26,0.7070110279070989,-0.42249736823647893,0.5553622179232198
2020-03-27,0.5745076083367631,-0.20066998813994302,0.6259906529200279
2020-03-28,0.2770471409554775,-0.3174072601021767,0.5743032940031407
2020-03-29,0.0502857455795114,-0.44415223006907917,0.33312116043941337
2020-03-30,-0.04220972978250665,-0.5707219473602977,0.2711237714846549
2020-03-31,0.11302871105205715,-0.5275549266880819,0.08046449035733642
2020-04-01,-0.009793114258797319,-0.4279306355463348,0.22329688012213014
2020-04-02,0.33611338282729913,-0.3338260331161491,0.04254063945857774
2020-04-03,0.29970949029266275,-0.21478155917272393,-0.0017969196836842129
2020-04-04,0.4106319186113788,-0.257288563054289,0.49483248459723556
2020-04-05,0.44694528638750186,-0.2542745691597278,0.7429224506987394
2020-04-06,0.6428250670630081,-0.3970275793100612,0.6001811663625791
2020-04-07,-0.7216001254766922,-0.3696578007417461,0.5209663940302892
2020-04-08,0.9853881747679175,-0.20224297062556382,0.9262395499365643
2020-04-09,0.9809182110550586,-0.09075723874760443,0.2334213668006117
2020-04-10,1.0867608011494492,-0.034778181294129004,0.14885611803181273
2020-04-11,1.2113626455394126,0.012524561900664243,0.07305663114995656
2020-04-12,1.1515214484785319,0.022481270127431875,-0.08973111580823881
2020-04-13,1.1263860926342069,-0.03209770635078412,0.03845475280074628
2020-04-14,1.0949504937316248,-0.15467629334751679,-0.06397782689295714
2020-04-15,1.195552282643442,-0.09149836141903457,0.4004078730824372
2020-04-16,1.153792570873327,-0.2837671153382043,0.3352920473301997
2020-04-17,1.2035176215221135,-0.16538206822505822,0.3604809678150815
2020-04-18,1.0713262549454827,-0.332361770795758,-0.23504526674015752
2020-04-19,-1.1331132907765589,-0.09585015919964152,-0.2831094138560064
2020-04-20,-0.8956622138895445,-0.43332683778247383,0.30657873923899737
2020-04-21,-0.8131549626231344,-0.20950101089321602,0.0367201980094211
2020-04-22,-0.9046106156995141,-0.07523085215772168,0.16067875747649987
2020-04-23,-0.6604285806251439,0.009135904042825185,-0.03668623322544995
2020-04-24,-0.6622301153197708,0.017952175651208973,-0.11000040464898116
2020-04-25,-0.5515671854973385,0.03623352145129511,-0.20807631356252007
2020-04-26,-0.6125870382193366,0.1397972824112945,-0.16346132619357218
2020-04-27,-0.5717698048558876,0.22882175359838627,-0.07153496343329785
2020-04-28,-0.49140623890751567,0.17210662304501678,-0.1094801560216267
2020-04-29,-0.4076222013668019,0.2084850294121581,-0.16673242674160405
2020-04-30,-0.3834017997401253,0.16192079077297483,-0.09006100714097579
2020-05-01,-0.356729473652659,0.328462348657949,-0.08697818630945038
2020-05-02,-0.25286598043031144,0.26877982475409157,-0.037428805947777144
2020-05-03,-0.1932576578658427,0.32826017594608936,-0.14777009005849212
2020-05-04,-0.22682640018223393,0.3802372917350369,0.17748179388131446
2020-05-05,-0.21376199087195893,-0.4230965005313373,0.07847478384591573
2020-05-06,0.017327492383352648,-0.4751957596329772,0.047764019377014515
2020-05-07,-0.024908440915934818,-0.30999559945148536,-0.13731697783029256
2020-05-08,0.11238854084420422,-0.2947590206185135,-0.187466105669318
2020-05-09,0.37903053242951207,-0.22582263251083173,-0.19437167858852464
2020-05-10,-0.500504933802281,-0.07227707338120806,-0.19124094568656835
2020-05-11,-0.5849384108767274,0.010530092062360852,-0.169968051119853
2020-05-12,-0.6873392125127881,0.09792791343950615,0.04744323651275897
2020-05-13,-0.711304695360093,0.37048160500972627,-0.2698558340581813
2020-05-14,-0.7961086809733261,0.6915803561888985,-0.28507839339747837
2020-05-15,-0.9149937755640482,0.37375403643104493,0.05320527859303502
2020-05-16,-1.0258992232803665,0.270607020657255,0.09518584366439145
2020-05-17,-0.9173579872746896,0.3931528405450327,0.13481065969799919
2020-05-18,-0.8997156765414601,-0.017440935433287806,0.07697793266419556
2020-05-19,-0.8365369503034368,0.049761334454015524,0.06801961074057017
2020-05-20,-0.3959421439370816,-0.3574131742933202,-0.2836304547383653
2020-05-21,-0.5555932411407896,-0.4391816536842305,-0.28981803376941206
2020-05-22,-0.45146871175799913,-0.08713316950859402,0.29047487748835554
2020-05-23,-0.577961515915168,-0.0759154774736617,0.3520533092662188
2020-05-24,-0.6445713719384708,-0.047967432356809885,0.2127469136760108
2020-05-25,-0.6414961397215622,-0.15671709612252183,-0.2090106501680707
2020-05-26,-0.6841123821403656,-0.3611923401246454,-0.21329320116829312
2020-05-27,-0.4981474705133531,0.13817059227897865,0.11337254168444304
2020-05-28,-0.46676965860817604,-0.30531085467693964,-0.023993234597391465
2020-05-29,-0.383345429696232,0.20380876205809073,-0.6407420110192208
2020-05-30,-0.35927134582124903,0.13956455689557606,-0.43877083975411413
2020-05-31,0.10244157823013887,0.10111747024031476,-0.22719011569408795
2020-06-01,0.1423421910961868,-0.004348333493800278,-0.5639259041153484
2020-06-02,0.29568519857219044,-0.0679692111204937,0.46262989262608156
2020-06-03,0.3740540377007528,-0.6076828370617944,0.4485696421316222
2020-06-04,-0.2441166058028783,0.8710783027782041,-0.3214258386655381
2020-06-05,-0.797429499077316,0.5505417011348852,-0.24544540804768136
2020-06-06,-0.8382309933686449,-0.6724132259326339,0.03888052310237107
2020-06-07,0.7240323371154646,-0.6952406067878045,-0.19676778426609356
2020-06-08,0.6799201170759515,-0.5681917189187267,-0.11646813938174282
2020-06-09,0.4861003678507037,-0.4078433281813347,-0.1971108020581977
2020-06-10,0.5817303197064075,-0.5586520747415532,-0.5247134813877807
2020-06-11,0.3642394221527322,1.075687306737781,0.2968734154532097
2020-06-12,-0.6836143973589854,0.44429802958084297,0.35484621853255816
2020-06-13,0.761184032045398,0.41121542312697434,0.01850968001679535
2020-06-14,0.8912655812302587,0.3439307233251919,-0.12898308604735423
2020-06-15,0.6366529850753565,0.16474245580636446,-0.33372339949455737
2020-06-16,0.6449614857669685,0.16534281341155602,-0.027119028502461322
2020-06-17,0.9501621074169022,-0.2787082556487255,-0.11520956992330703
2020-06-18,-0.7559486799052981,-0.23337573513267404,0.17776845413850828
2020-06-19,-0.9454123888928692,-0.4034529955520939,-0.08093642335539088
2020-06-20,0.7894633799825873,-0.33267564371717195,0.1331976174248001
2020-06-21,0.7612347046445354,-0.29027650668402993,0.01677409872919387
2020-06-22,0.4642634428854687,-0.11952844452881554,0.12641771130624813
2020-06-23,0.33294911568296737,-0.017570366524310845,0.2245707418330514
2020-06-24,-0.4860458991265713,-0.34066434363400755,0.15382736974335337
2020-06-25,-0.4845151316475767,-0.4422300867001077,-0.3798369047167756
2020-06-26,-0.7998618040784157,0.7194152743026464,-0.3060108950163453
2020-06-27,0.9333523250151642,0.5870388121349305,-0.22065063369231572
2020-06-28,1.0351014221597425,0.47046945985489447,-0.3295567522473887
2020-06-29,0.8261221887169886,0.4881372726514111,-0.23784865729722793
2020-06-30,0.5844409081890138,0.42307262094768716,-0.12698557238063754
2020-07-01,-0.5280591130484139,0.4128246487641171,-0.125700225629053
2020-07-02,-0.5997077236337495,-0.3290818199847448,-0.18240479532508858
2020-07-03,-0.9466634334824636,-0.36520053944138037,0.046337305304028145
2020-07-04,-0.9694722885293545,-0.38050401619730767,0.030006698750130262
2020-07-05,1.1809394322154123,0.27904031734417206,-0.045824984298575934
2020-07-06,0.9087868489148933,-0.19415215281606124,-0.16882297211264655
2020-07-07,-0.9531457923821719,-0.04814169170753227,0.1666323198940088
2020-07-08,-0.8606907506739347,-0.457402154242702,0.20175490671266827
2020-07-09,1.1080483704195088,-0.4936397854840466,0.05738445758357771
2020-07-10,0.6820351110745952,-0.5382827553342783,-0.04854303360801648
2020-07-11,0.09609421567334712,1.057450138166732,-0.033061372886424564
2020-07-12,0.21999288161229436,0.7701872441751807,0.10842768291366643
2020-07-13,-0.2805979976737032,0.42634075831276336,0.025779655509931713
2020-07-14,-0.10824647126743725,0.5294604443895644,0.13524229443649716
2020-07-15,-0.27882338930978884,0.5598629576583515,-0.031705292251258455
2020-07-16,0.632844969395288,0.3118971356514809,-0.11199677792493247
2020-07-17,0.4914649345044856,0.4262689617724314,-0.2548812669272239
2020-07-18,0.37179706621626973,0.4030091397505202,-0.34907117372667434
2020-07-19,-0.32309089023789084,0.48038138825590104,0.3425337463812034
2020-07-20,-0.27467467403359824,0.5503113252894081,-0.09455922543654166
2020-07-21,-0.2049047345634345,0.553774090176789,-0.0595496318546935
2020-07-22,-0.4233760773809284,0.47193561806487827,0.08554381748593141
2020-07-23,0.6415925799931518,0.29161056667265006,0.6235070307463003
2020-07-24,0.31429726129532,-0.5395877201727334,0.4635027833982157
2020-07-25,0.30658418852821184,-0.4680322825049954,0.5504532641871952
2020-07-26,-0.19808277101471244,-0.6359632408602376,-0.340633746018061
2020-07-27,-0.5726519892837993,-0.6526395373039934,-0.1778417842525917
2020-07-28,-0.4321599332144832,-0.5851144236551629,-0.22292527169665333
2020-07-29,-0.3402141636994132,-0.6409417016660256,-0.20173709863031514
2020-07-30,0.012556078460115755,0.908848426251096,0.1850417943157951
2020-07-31,0.13034737678809608,0.7659097699203777,-0.11620371067418957
2020-08-01,0.05845599945758153,0.8539224169125592,-0.13300383618226083
2020-08-02,0.11053519920920735,0.8185090047283575,-0.10705207790164342
2020-08-03,0.10433626125098208,0.5777617171600979,-0.2175470683538429
2020-08-04,-0.4651303177844766,-0.4112999846627874,-0.07305988462554747
2020-08-05,-0.4604249467821411,-0.43166874533780886,0.12070449024892592
2020-08-06,-0.39181896409946837,-0.45404761171961533,-0.45451706471628184
2020-08-07,-0.6676714250486476,-0.19987110486173856,-0.4856168868247768
2020-08-08,-0.13855201106451026,-0.2519470263231131,0.5277997303197629
2020-08-09,-0.44610700533153763,-0.23321211462634317,0.47173307713384294
2020-08-10,-0.24883619022997328,0.009324453699308717,0.5109612983316312
2020-08-11,-0.10871403722343208,0.3428517440907921,0.7913050387105763
2020-08-12,0.7751884172880588,0.6694455296907736,-0.34355433447448086
2020-08-13,0.7289998257693183,0.9932986930295287,0.030375177021189474
2020-08-14,0.6612088460460118,1.051012551328862,-0.047761609517039165
2020-08-15,0.7930328758832526,0.6131991495662066,-0.11236523882968881
2020-08-16,0.6394047467739875,-0.5724248806979384,-0.23155808577093234
2020-08-17,0.6776980218787474,-0.32582425377112184,-0.13996666077932962
2020-08-18,0.5293205799761417,-0.3009824375193004,0.027311904358019716
2020-08-19,0.8256082495002823,-0.5336352838450257,-0.23071127157456858
2020-08-20,0.7693349988869889,-0.4495807677253471,-0.33919683293246444
2020-08-21,0.7362459136746144,-0.5297313167485123,-0.29778251747037815
2020-08-22,0.8844623838821228,-0.1376185550367881,0.4873098161523983
2020-08-23,0.789638986731653,-0.24030976365904344,0.5742236675294207
2020-08-24,0.8121960036500435,-0.163755434467022,0.6452361097027255
2020-08-25,1.0415284778188472,-0.015992129569014298,-0.43572722735598507
2020-08-26,0.9663715612868121,-0.5117824420712987,-0.35627772865208074
2020-08-27,1.2641816012082965,-0.3419838398748596,-0.18142702898131216
2020-08-28,1.1635617184514035,-0.2183878475452352,-0.04028480999168974
2020-08-29,1.2268742913927995,0.061819295614063574,-0.247045937203741
2020-08-30,1.1539155940339234,0.059518704939904354,-0.11293590787923387
2020-08-31,1.0388023833156825,-0.14292848893958393,-0.07662578578257513
2020-09-01,0.9450420096138538,-0.24206964507875087,-0.238539155325203
2020-09-02,0.6833415641357166,-0.36397967554149313,0.029781725831470807
2020-09-03,-0.4510361291131491,0.9297681267478664,-0.0469388439844392
2020-09-04,-0.660709357200947,1.0801454562519321,-0.031123478598072313
2020-09-05,-0.7131124026442316,1.045113658528608,0.021013045613487942
2020-09-06,-0.8002219713515618,0.8047140703091631,-0.05832736350582931
2020-09-07,-0.8339861242351319,0.6872128435338811,-0.03704078578072801
2020-09-08,-0.9238015731338953,0.8343769150459168,-0.18618397814627247
2020-09-09,0.8345739549703983,0.5014260199994712,-0.13724037942458892
2020-09-10,0.31734956299701594,0.8602309566742731,-0.33102042554454847
2020-09-11,0.3170835738557384,1.0964680490098988,-0.4408091739725325
2020-09-12,0.48479783334130144,1.0413709784885508,-0.34494145327819836
2020-09-13,0.6547133090169938,0.9125394839878481,0.285775245682148
2020-09-14,0.66823686551317,0.7547522853873566,0.31193909935970277
2020-09-15,0.6241901367945439,0.6095016467960066,0.2416754685905706
2020-09-16,0.7251559628479881,0.3521483318497363,0.05113100168664658
2020-09-17,0.6489843738998297,-0.19321949044342587,0.41467258556913184
2020-09-18,-0.6126851983119345,-0.30460947863033655,-0.39949748288190484
2020-09-19,-0.5215667171902537,-0.3074448185134795,-0.3937596698728848
2020-09-20,-0.39567087970373066,-0.20030925673020777,-0.38999289978239604
2020-09-21,-0.637638521204219,-0.059125768059095744,-0.34118101988613214
2020-09-22,-0.5197823352498488,-0.044960381535754025,-0.31903772282584586
2020-09-23,-0.5465003410881251,0.2549176248120994,-0.18660652912502956
2020-09-24,-0.7344669522651865,0.2630133767297612,0.034494007193485735
2020-09-25,-0.6267317036313663,-0.008446357059356278,0.17446436019789563
2020-09-26,-0.7678019743719566,-0.1181454603717504,-0.13209455228596434
2020-09-27,-0.7662766352130318,0.0669785616811219,-0.22067154973826075
2020-09-28,-0.6099357909050366,-0.17925959146320772,-0.19074511196556918
2020-09-29,-0.6466012815018265,-0.24799737516553608,-0.2888679530317907
2020-09-30,-0.4408752549025179,-0.21238439005864174,-0.07788976006858836
2020-10-01,-0.27809222770630315,-0.47856045364630395,-0.3361020448868815
2020-10-02,-0.1799556653862246,0.8190226591704889,-0.12261815277576951
2020-10-03,0.06746535880367706,0.5664058663036149,-0.08472721534089535
2020-10-04,-0.2565615751413773,0.2114857417369759,-0.09217109179912454
2020-10-05,0.11416645845729226,-0.37203503749527217,0.009757332617999543
2020-10-06,-0.18155852895087918,-0.4586563980640315,-0.326040754294224
2020-10-07,0.23607802096497094,-0.7007945260489189,-0.30286044911504784
2020-10-08,1.189466031593579,0.02932564792120551,-0.4217028867381962
2020-10-09,0.9624221277027188,-0.0054522492491236715,-0.47041908144719147
2020-10-10,1.2188354511593424,-0.03779883498250628,-0.30841550879844387
2020-10-11,1.136034919507876,0.14368786362520225,-0.24566567125367098
2020-10-12,1.063590540677971,0.16169461026212345,-0.17084568388009336
2020-10-13,0.7993012418588483,0.16455745151950124,-0.42297328581394417
2020-10-14,0.6203194392661283,-0.24492305223159783,-0.3654105050846935
2020-10-15,0.5144984846555432,-0.3812741541407604,-0.2290416480005594
2020-10-16,0.48604133371028246,0.061324972851672696,-0.17837982229361538
2020-10-17,0.5023236697582861,-0.37738843571517644,0.07327065615230045
2020-10-18,0.4575427934639925,-0.2865272542687057,-0.06940353661598422
2020-10-19,0.4842027294396863,-0.534213985813671,0.1284324625762778
2020-10-20,-0.5628203645341716,-0.04790857010480971,0.17786228894165204
2020-10-21,-0.8166581348744733,0.15428736847385344,0.19037075130012668
2020-10-22,0.8289057175615507,0.39447156456524335,0.4129822117176057
2020-10-23,0.8963206509341867,0.30519328517829125,0.3150319554056768
2020-10-24,-0.9165019788927588,0.04981065790771077,0.3552686582316637
2020-10-25,-0.7523632656000144,0.10386662553932541,0.5626904542887514
2020-10-26,-0.5012795341825486,-0.1277665596245011,0.7768012882674237
2020-10-27,-0.507116677822381,0.07413939149395585,0.6864610308878595
2020-10-28,-0.3245946044751663,0.8881774690976274,-0.48518829337260916
2020-10-29,-0.6237015108505302,0.49994447825557087,-0.48539959039250424
2020-10-30,-0.6943904969668391,0.7893163690551189,-0.1465779793514503
2020-10-31,0.8510915867175318,0.3834064052559679,-0.2666600917999298
2020-11-01,0.7109331463071784,0.18455447146153564,-0.23070176849290291
2020-11-02,0.6375772338515767,0.17722945216101274,-0.11224220714441764
2020-11-03,0.6977346073410319,-0.03783548733454344,-0.20087832046090912
2020-11-04,-0.07970991853180198,-0.32385021573255857,0.8772234606956072
2020-11-05,-0.10122662070970087,-0.4661637744269202,0.6433102548617249
2020-11-06,0.010678676222130418,1.0421242868837441,0.20876535589218365
2020-11-07,0.19978393306645972,0.9683524991824543,0.06153123976464835
2020-11-08,0.22565015352901333,0.7789466021943015,-0.03484123841494761
2020-11-09,0.4588758707885332,0.2894759898305042,0.22710786519359916
2020-11-10,0.3631777596946081,-0.0117466059220404,-0.07921819301811665
2020-11-11,0.30635101082424776,-0.08664918466788123,-0.14549211559218633
2020-11-12,0.21265721640863475,-0.06719304910573949,-0.5337010799841089
2020-11-13,0.26592192248092655,0.17720348956098203,0.4550614748302056
2020-11-14,0.17426978978971688,0.19407471559877904,0.6215945323941849
2020-11-15,0.06628118184161297,-0.4277851731658681,-0.5967601392255192
2020-11-16,-0.021855544281143825,0.7542718353104827,-0.13916839751212756
2020-11-17,0.3394997045646158,0.7548202945217928,0.003237715065773647
2020-11-18,-0.6950763112869764,-0.5917447195832813,0.05741049051818749
2020-11-19,0.9984388438444985,-0.26215662902848974,-0.2103891862146978
2020-11-20,1.1858930986409462,-0.0915058584901057,-0.1658451948275814
2020-11-21,1.0375012520872813,0.13581384578164046,-0.3059784159357644
2020-11-22,0.9367111905215676,0.04372932747090394,-0.20123005575631336
2020-11-23,0.9429161590910587,-0.10184892314625146,-0.25245181146747353
2020-11-24,1.0489487160250734,-0.3549635232663992,0.2548636913582347
2020-11-25,1.1123208699419234,-0.42312957141593815,0.11741827825443919
2020-11-26,0.9817569093008577,-0.4252274696672233,0.06977480770863904
2020-11-27,1.2029778444890342,-0.2688750145026664,-0.1983472225862606
2020-11-28,1.1174432093357713,0.06945244391570862,-0.28773102478380563
2020-11-29,-1.1132678616716873,0.3095167680376061,0.41532591751228254
2020-11-30,1.3057317660024814,0.11054935502167676,-0.31304777897810104
2020-12-01,0.9943781823966182,0.003219092714088065,0.4645044701419797
2020-12-02,0.7643265583169639,-0.17266279948303445,0.5323869191980977
2020-12-03,0.9243364180089313,-0.13008011969969566,0.053429684864080416
2020-12-04,0.16332880039593872,0.7673151019965472,0.49897770675223785
2020-12-05,0.11695508621302314,0.8100239900035273,-0.03727037105460633
2020-12-06,0.17777218984893003,-0.629440404845588,-0.13430026912908888
2020-12-07,0.20598936167437923,-0.5275731795448536,-0.35307608303884197
2020-12-08,-0.24787813015307275,-0.3480177363518217,-0.16805083781789962
2020-12-09,0.26402552046605987,0.33026538886137663,0.6762567392561171
2020-12-10,0.04354811149515912,-0.6011435607516,0.24772453430457667
2020-12-11,-0.20524291537380837,-0.6244306667186814,0.35815178612105036
2020-12-12,-0.2917677453930586,-0.1940177996490273,0.009641000548193895
2020-12-13,-0.35487463919581286,-0.29385098008393307,-0.05951569188645932
2020-12-14,-0.35912520101587797,-0.3129143903564783,-0.01905524518840233
2020-12-15,-0.4009541099941585,-0.07962921335058788,0.03764332533319818
2020-12-16,-0.5535857075898994,-0.11916334012607395,0.09346210429461745
2020-12-17,-0.4530621510537402,0.1255783853452832,-0.5473732562413015
2020-12-18,-0.42670876882136394,0.14912336140745497,0.5485809324591231
2020-12-19,-0.5508142291773046,0.3601957312974539,0.6556050200500869
2020-12-20,-0.6101993860544819,0.440426627672195,0.4626810681684902
2020-12-21,-0.8429771908792226,0.21204477714673833,-0.36048023323839073
2020-12-22,-0.7982456942528575,-0.00948857833864512,-0.30943077813660913
2020-12-23,-0.8753583229331436,-0.11608106136188673,-0.18203165420721873
2020-12-24,-0.9047928665727422,-0.4446703142238777,-0.272248632937993
2020-12-25,-0.9375971983125571,-0.371870097271031,-0.231579423683314
2020-12-26,-0.9091845075846826,-0.32547941503235583,-0.19251030401690358
2020-12-27,-0.9897538375274414,-0.12561683715001637,-0.21797168487159768
2020-12-28,-0.9130036903733074,-0.1274115991221643,-0.21734990982453867
