Date,currency,strength
4/7/16,BTC-USD,16.66666667
5/7/16,BTC-USD,
6/7/16,BTC-USD,
7/7/16,BTC-USD,33.38036043
8/7/16,BTC-USD,32.74509821
9/7/16,BTC-USD,32.74509821
10/7/16,BTC-USD,
11/7/16,BTC-USD,
12/7/16,BTC-USD,37.5607069
13/7/16,BTC-USD,
14/7/16,BTC-USD,
15/7/16,BTC-USD,
16/7/16,BTC-USD,
17/7/16,BTC-USD,
18/7/16,BTC-USD,
19/7/16,BTC-USD,
20/7/16,BTC-USD,
21/7/16,BTC-USD,
22/7/16,BTC-USD,
23/7/16,BTC-USD,
24/7/16,BTC-USD,
25/7/16,BTC-USD,
26/7/16,BTC-USD,
27/7/16,BTC-USD,
28/7/16,BTC-USD,
29/7/16,BTC-USD,
30/7/16,BTC-USD,
31/7/16,BTC-USD,
1/8/16,BTC-USD,
2/8/16,BTC-USD,
3/8/16,BTC-USD,39.02278852
4/8/16,BTC-USD,37.5607069
5/8/16,BTC-USD,44.06538055
6/8/16,BTC-USD,41.21951143
7/8/16,BTC-USD,37.5607069
8/8/16,BTC-USD,37.5607069
9/8/16,BTC-USD,
10/8/16,BTC-USD,
11/8/16,BTC-USD,
12/8/16,BTC-USD,36.06760392
13/8/16,BTC-USD,32.74509821
14/8/16,BTC-USD,32.74509821
15/8/16,BTC-USD,
16/8/16,BTC-USD,
17/8/16,BTC-USD,
18/8/16,BTC-USD,41.21951143
19/8/16,BTC-USD,41.21951143
20/8/16,BTC-USD,37.5607069
21/8/16,BTC-USD,41.21951143
22/8/16,BTC-USD,
23/8/16,BTC-USD,
24/8/16,BTC-USD,49.74956821
25/8/16,BTC-USD,49.74956821
26/8/16,BTC-USD,49.91652274
27/8/16,BTC-USD,
28/8/16,BTC-USD,
29/8/16,BTC-USD,44.04761905
30/8/16,BTC-USD,44.04761905
31/8/16,BTC-USD,
1/9/16,BTC-USD,
2/9/16,BTC-USD,44.04761905
3/9/16,BTC-USD,44.04761905
4/9/16,BTC-USD,
5/9/16,BTC-USD,
6/9/16,BTC-USD,
7/9/16,BTC-USD,34.57142878
8/9/16,BTC-USD,
9/9/16,BTC-USD,
10/9/16,BTC-USD,
11/9/16,BTC-USD,
12/9/16,BTC-USD,
13/9/16,BTC-USD,23.09803895
14/9/16,BTC-USD,25.50848375
15/9/16,BTC-USD,
16/9/16,BTC-USD,
17/9/16,BTC-USD,
18/9/16,BTC-USD,
19/9/16,BTC-USD,49.75711892
20/9/16,BTC-USD,49.75711892
21/9/16,BTC-USD,16.66666667
22/9/16,BTC-USD,16.66666667
23/9/16,BTC-USD,32.74509821
24/9/16,BTC-USD,
25/9/16,BTC-USD,
26/9/16,BTC-USD,
27/9/16,BTC-USD,40.79166733
28/9/16,BTC-USD,
29/9/16,BTC-USD,
30/9/16,BTC-USD,
1/10/16,BTC-USD,
2/10/16,BTC-USD,
3/10/16,BTC-USD,
4/10/16,BTC-USD,26.47712431
5/10/16,BTC-USD,
6/10/16,BTC-USD,
7/10/16,BTC-USD,
8/10/16,BTC-USD,
9/10/16,BTC-USD,
10/10/16,BTC-USD,
11/10/16,BTC-USD,
12/10/16,BTC-USD,
13/10/16,BTC-USD,
14/10/16,BTC-USD,
15/10/16,BTC-USD,
16/10/16,BTC-USD,
17/10/16,BTC-USD,
18/10/16,BTC-USD,26.77777791
19/10/16,BTC-USD,
20/10/16,BTC-USD,
21/10/16,BTC-USD,
22/10/16,BTC-USD,
23/10/16,BTC-USD,
24/10/16,BTC-USD,16.66666667
25/10/16,BTC-USD,
26/10/16,BTC-USD,16.66666667
27/10/16,BTC-USD,16.66666667
28/10/16,BTC-USD,34.48357441
29/10/16,BTC-USD,
30/10/16,BTC-USD,
31/10/16,BTC-USD,
1/11/16,BTC-USD,
2/11/16,BTC-USD,
3/11/16,BTC-USD,
4/11/16,BTC-USD,44.04761905
5/11/16,BTC-USD,
6/11/16,BTC-USD,
7/11/16,BTC-USD,
8/11/16,BTC-USD,
9/11/16,BTC-USD,
10/11/16,BTC-USD,
11/11/16,BTC-USD,
12/11/16,BTC-USD,
13/11/16,BTC-USD,
14/11/16,BTC-USD,
15/11/16,BTC-USD,
16/11/16,BTC-USD,
17/11/16,BTC-USD,
18/11/16,BTC-USD,
19/11/16,BTC-USD,
20/11/16,BTC-USD,
21/11/16,BTC-USD,26.1764707
22/11/16,BTC-USD,
23/11/16,BTC-USD,
24/11/16,BTC-USD,
25/11/16,BTC-USD,
26/11/16,BTC-USD,
27/11/16,BTC-USD,
28/11/16,BTC-USD,45.85185212
29/11/16,BTC-USD,
30/11/16,BTC-USD,
1/12/16,BTC-USD,37.5607069
2/12/16,BTC-USD,
3/12/16,BTC-USD,
4/12/16,BTC-USD,
5/12/16,BTC-USD,
6/12/16,BTC-USD,
7/12/16,BTC-USD,32.74509738
8/12/16,BTC-USD,
9/12/16,BTC-USD,
10/12/16,BTC-USD,
11/12/16,BTC-USD,
12/12/16,BTC-USD,
13/12/16,BTC-USD,
14/12/16,BTC-USD,37.5607069
15/12/16,BTC-USD,
16/12/16,BTC-USD,42.63356524
17/12/16,BTC-USD,41.21951143
18/12/16,BTC-USD,39.39010916
19/12/16,BTC-USD,41.21951143
20/12/16,BTC-USD,
21/12/16,BTC-USD,
22/12/16,BTC-USD,34.57142878
23/12/16,BTC-USD,45.98684227
24/12/16,BTC-USD,31.8685888
25/12/16,BTC-USD,
26/12/16,BTC-USD,41.00407293
27/12/16,BTC-USD,
28/12/16,BTC-USD,41.21951239
29/12/16,BTC-USD,43.30416296
30/12/16,BTC-USD,16.66666667
1/1/17,BTC-USD,37.5607069
2/1/17,BTC-USD,47.87958098
3/1/17,BTC-USD,26.77777791
4/1/17,BTC-USD,32.9206352
5/1/17,BTC-USD,28.66563258
6/1/17,BTC-USD,40.88888896
7/1/17,BTC-USD,44.04761905
8/1/17,BTC-USD,16.66666667
9/1/17,BTC-USD,37.82974614
10/1/17,BTC-USD,31.15312797
11/1/17,BTC-USD,33.66972408
12/1/17,BTC-USD,42.63356572
13/1/17,BTC-USD,
14/1/17,BTC-USD,
15/1/17,BTC-USD,
16/1/17,BTC-USD,37.5607069
17/1/17,BTC-USD,37.5607069
18/1/17,BTC-USD,16.66666667
19/1/17,BTC-USD,37.5607069
20/1/17,BTC-USD,
21/1/17,BTC-USD,
22/1/17,BTC-USD,
23/1/17,BTC-USD,30.35714286
24/1/17,BTC-USD,37.5607069
25/1/17,BTC-USD,
26/1/17,BTC-USD,16.66666667
27/1/17,BTC-USD,
28/1/17,BTC-USD,
29/1/17,BTC-USD,
30/1/17,BTC-USD,41.21951175
31/1/17,BTC-USD,41.21951143
1/2/17,BTC-USD,
2/2/17,BTC-USD,
3/2/17,BTC-USD,
4/2/17,BTC-USD,
5/2/17,BTC-USD,41.21951143
6/2/17,BTC-USD,
7/2/17,BTC-USD,
8/2/17,BTC-USD,33.28066023
9/2/17,BTC-USD,16.66666667
10/2/17,BTC-USD,23.63134674
11/2/17,BTC-USD,
12/2/17,BTC-USD,16.66666667
13/2/17,BTC-USD,30.35714286
14/2/17,BTC-USD,
15/2/17,BTC-USD,
16/2/17,BTC-USD,
17/2/17,BTC-USD,
18/2/17,BTC-USD,
19/2/17,BTC-USD,
20/2/17,BTC-USD,
21/2/17,BTC-USD,34.57142878
22/2/17,BTC-USD,34.57142878
23/2/17,BTC-USD,
24/2/17,BTC-USD,40.88888896
25/2/17,BTC-USD,44.04761905
26/2/17,BTC-USD,
27/2/17,BTC-USD,41.21951239
28/2/17,BTC-USD,34.57142878
1/3/17,BTC-USD,34.57142878
2/3/17,BTC-USD,27.77777778
3/3/17,BTC-USD,38.88888889
4/3/17,BTC-USD,
5/3/17,BTC-USD,
6/3/17,BTC-USD,23.20697176
7/3/17,BTC-USD,
8/3/17,BTC-USD,31.8685888
9/3/17,BTC-USD,26.37690644
10/3/17,BTC-USD,37.21570235
11/3/17,BTC-USD,
12/3/17,BTC-USD,
13/3/17,BTC-USD,21.62200442
14/3/17,BTC-USD,16.66666667
15/3/17,BTC-USD,30.35714286
16/3/17,BTC-USD,41.21951239
17/3/17,BTC-USD,26.1764707
18/3/17,BTC-USD,
19/3/17,BTC-USD,32.74509821
20/3/17,BTC-USD,
21/3/17,BTC-USD,
22/3/17,BTC-USD,
23/3/17,BTC-USD,37.5607069
24/3/17,BTC-USD,37.5607069
25/3/17,BTC-USD,
26/3/17,BTC-USD,37.5607069
27/3/17,BTC-USD,37.5607069
28/3/17,BTC-USD,37.5607069
29/3/17,BTC-USD,
30/3/17,BTC-USD,
31/3/17,BTC-USD,
1/4/17,BTC-USD,
2/4/17,BTC-USD,
3/4/17,BTC-USD,
4/4/17,BTC-USD,
5/4/17,BTC-USD,
6/4/17,BTC-USD,
7/4/17,BTC-USD,
8/4/17,BTC-USD,
9/4/17,BTC-USD,
10/4/17,BTC-USD,16.66666667
11/4/17,BTC-USD,32.74509821
12/4/17,BTC-USD,41.21951143
13/4/17,BTC-USD,32.74509821
14/4/17,BTC-USD,
15/4/17,BTC-USD,16.66666667
16/4/17,BTC-USD,
17/4/17,BTC-USD,
18/4/17,BTC-USD,45.60975619
19/4/17,BTC-USD,
20/4/17,BTC-USD,
21/4/17,BTC-USD,
22/4/17,BTC-USD,
23/4/17,BTC-USD,
24/4/17,BTC-USD,
25/4/17,BTC-USD,
26/4/17,BTC-USD,16.66666667
27/4/17,BTC-USD,39.39010916
28/4/17,BTC-USD,
29/4/17,BTC-USD,
30/4/17,BTC-USD,
1/5/17,BTC-USD,
2/5/17,BTC-USD,
3/5/17,BTC-USD,
4/5/17,BTC-USD,
5/5/17,BTC-USD,
6/5/17,BTC-USD,
7/5/17,BTC-USD,
8/5/17,BTC-USD,
9/5/17,BTC-USD,
10/5/17,BTC-USD,26.77777791
11/5/17,BTC-USD,44.04761905
12/5/17,BTC-USD,41.21951239
13/5/17,BTC-USD,
14/5/17,BTC-USD,37.5607069
15/5/17,BTC-USD,41.29503345
16/5/17,BTC-USD,
17/5/17,BTC-USD,
18/5/17,BTC-USD,33.8726788
19/5/17,BTC-USD,50
20/5/17,BTC-USD,31.8685888
21/5/17,BTC-USD,26.1764707
22/5/17,BTC-USD,29.5294119
23/5/17,BTC-USD,33.20963367
24/5/17,BTC-USD,41.71050414
25/5/17,BTC-USD,36.80468523
26/5/17,BTC-USD,34.01382108
27/5/17,BTC-USD,41.3725491
28/5/17,BTC-USD,
29/5/17,BTC-USD,26.77777791
30/5/17,BTC-USD,33.25189821
31/5/17,BTC-USD,34.86452242
1/6/17,BTC-USD,27.56825403
2/6/17,BTC-USD,28.76688467
3/6/17,BTC-USD,27.38562103
4/6/17,BTC-USD,32.74509821
5/6/17,BTC-USD,30.55201075
6/6/17,BTC-USD,37.01048774
7/6/17,BTC-USD,28.02088293
8/6/17,BTC-USD,37.12422152
9/6/17,BTC-USD,16.66666667
10/6/17,BTC-USD,31.25925939
11/6/17,BTC-USD,24.70833356
12/6/17,BTC-USD,33.62994011
13/6/17,BTC-USD,24.63529422
14/6/17,BTC-USD,26.57734217
15/6/17,BTC-USD,41.87698457
16/6/17,BTC-USD,44.04761905
17/6/17,BTC-USD,26.77777791
18/6/17,BTC-USD,26.1764707
19/6/17,BTC-USD,37.96052682
20/6/17,BTC-USD,32.74509821
21/6/17,BTC-USD,
22/6/17,BTC-USD,16.66666667
23/6/17,BTC-USD,26.1764707
24/6/17,BTC-USD,37.5607069
25/6/17,BTC-USD,26.77777791
26/6/17,BTC-USD,32.74509738
27/6/17,BTC-USD,41.05512655
28/6/17,BTC-USD,32.74509821
29/6/17,BTC-USD,16.66666667
30/6/17,BTC-USD,32.74509738
1/7/17,BTC-USD,16.66666667
2/7/17,BTC-USD,41.21951143
3/7/17,BTC-USD,
4/7/17,BTC-USD,
5/7/17,BTC-USD,16.66666667
6/7/17,BTC-USD,
7/7/17,BTC-USD,
8/7/17,BTC-USD,
9/7/17,BTC-USD,32.74509821
10/7/17,BTC-USD,45.32493969
11/7/17,BTC-USD,45.31060985
12/7/17,BTC-USD,29.09497573
13/7/17,BTC-USD,16.66666667
14/7/17,BTC-USD,30.49253364
15/7/17,BTC-USD,37.7899258
16/7/17,BTC-USD,30.21042575
17/7/17,BTC-USD,32.28198438
18/7/17,BTC-USD,44.04761905
19/7/17,BTC-USD,33.22384446
20/7/17,BTC-USD,26.1764707
21/7/17,BTC-USD,38.06854277
22/7/17,BTC-USD,
23/7/17,BTC-USD,16.66666667
24/7/17,BTC-USD,36.93687217
25/7/17,BTC-USD,39.557491
26/7/17,BTC-USD,40.09713607
27/7/17,BTC-USD,44.04761905
28/7/17,BTC-USD,41.21951143
29/7/17,BTC-USD,
30/7/17,BTC-USD,
31/7/17,BTC-USD,32.74509738
1/8/17,BTC-USD,28.94308953
2/8/17,BTC-USD,38.07690564
3/8/17,BTC-USD,44.04761905
4/8/17,BTC-USD,52.69503569
5/8/17,BTC-USD,
6/8/17,BTC-USD,32.74509821
7/8/17,BTC-USD,43.16258431
8/8/17,BTC-USD,34.05963832
9/8/17,BTC-USD,38.35565079
10/8/17,BTC-USD,40.5035259
11/8/17,BTC-USD,33.01370772
12/8/17,BTC-USD,39.7364068
13/8/17,BTC-USD,35.15290214
14/8/17,BTC-USD,36.72376393
15/8/17,BTC-USD,16.66666667
16/8/17,BTC-USD,16.66666667
17/8/17,BTC-USD,27.11604653
18/8/17,BTC-USD,25.85066002
19/8/17,BTC-USD,35.58065291
20/8/17,BTC-USD,40.79166733
21/8/17,BTC-USD,22.18572593
22/8/17,BTC-USD,22.02614385
23/8/17,BTC-USD,34.57142878
24/8/17,BTC-USD,34.57142878
25/8/17,BTC-USD,24.85094857
26/8/17,BTC-USD,
27/8/17,BTC-USD,16.66666667
28/8/17,BTC-USD,16.66666667
29/8/17,BTC-USD,26.1764707
30/8/17,BTC-USD,16.66666667
31/8/17,BTC-USD,16.66666667
1/9/17,BTC-USD,26.93455473
2/9/17,BTC-USD,33.48406902
3/9/17,BTC-USD,
4/9/17,BTC-USD,30.5555557
5/9/17,BTC-USD,39.65145234
6/9/17,BTC-USD,35.4559594
7/9/17,BTC-USD,29.70349126
8/9/17,BTC-USD,40.36858311
9/9/17,BTC-USD,
10/9/17,BTC-USD,41.21951239
11/9/17,BTC-USD,34.48174786
12/9/17,BTC-USD,34.77701654
13/9/17,BTC-USD,32.6442275
14/9/17,BTC-USD,35.84872168
15/9/17,BTC-USD,38.75359586
16/9/17,BTC-USD,38.99318891
17/9/17,BTC-USD,33.9779327
18/9/17,BTC-USD,38.62904024
19/9/17,BTC-USD,37.0405908
20/9/17,BTC-USD,41.50341172
21/9/17,BTC-USD,41.47293697
22/9/17,BTC-USD,38.66071484
23/9/17,BTC-USD,45.85185212
24/9/17,BTC-USD,35.15290255
25/9/17,BTC-USD,45.85185212
26/9/17,BTC-USD,29.92878799
27/9/17,BTC-USD,32.74509821
28/9/17,BTC-USD,41.54896405
29/9/17,BTC-USD,39.8291517
30/9/17,BTC-USD,47.43997743
1/10/17,BTC-USD,52.98365916
2/10/17,BTC-USD,31.86925795
3/10/17,BTC-USD,31.60545207
4/10/17,BTC-USD,55.95238095
5/10/17,BTC-USD,30.35714286
6/10/17,BTC-USD,29.16861465
7/10/17,BTC-USD,26.1764707
8/10/17,BTC-USD,
9/10/17,BTC-USD,35.15290255
10/10/17,BTC-USD,41.8962957
11/10/17,BTC-USD,41.00558986
12/10/17,BTC-USD,37.78138545
13/10/17,BTC-USD,38.34234048
14/10/17,BTC-USD,46.1794723
15/10/17,BTC-USD,44.13932156
16/10/17,BTC-USD,30.22351006
17/10/17,BTC-USD,30.48982493
18/10/17,BTC-USD,40.89635868
19/10/17,BTC-USD,32.1692424
20/10/17,BTC-USD,35.18599875
21/10/17,BTC-USD,39.97420613
22/10/17,BTC-USD,41.21951239
23/10/17,BTC-USD,38.39635821
24/10/17,BTC-USD,18.56862747
25/10/17,BTC-USD,37.58834756
26/10/17,BTC-USD,40.94261246
27/10/17,BTC-USD,38.50559352
28/10/17,BTC-USD,33.69799154
29/10/17,BTC-USD,29.00061383
30/10/17,BTC-USD,26.77777791
31/10/17,BTC-USD,32.75610052
1/11/17,BTC-USD,30.58564267
2/11/17,BTC-USD,37.61118801
3/11/17,BTC-USD,32.91305377
4/11/17,BTC-USD,33.68458748
5/11/17,BTC-USD,38.29651706
6/11/17,BTC-USD,38.17133112
7/11/17,BTC-USD,30.62496629
8/11/17,BTC-USD,31.02655467
9/11/17,BTC-USD,35.25876216
10/11/17,BTC-USD,31.65097672
11/11/17,BTC-USD,35.74955598
12/11/17,BTC-USD,37.31594344
13/11/17,BTC-USD,36.51626792
14/11/17,BTC-USD,35.38568176
15/11/17,BTC-USD,36.53924622
16/11/17,BTC-USD,34.01332251
17/11/17,BTC-USD,32.40396715
18/11/17,BTC-USD,45.52905737
19/11/17,BTC-USD,44.54123088
20/11/17,BTC-USD,36.31838368
21/11/17,BTC-USD,33.09559154
22/11/17,BTC-USD,41.15469684
23/11/17,BTC-USD,33.43728229
24/11/17,BTC-USD,34.91056914
25/11/17,BTC-USD,36.34689358
26/11/17,BTC-USD,34.15694604
27/11/17,BTC-USD,30.36238238
28/11/17,BTC-USD,32.88942619
29/11/17,BTC-USD,32.58439965
30/11/17,BTC-USD,35.95665105
1/12/17,BTC-USD,35.07904655
2/12/17,BTC-USD,38.67903393
3/12/17,BTC-USD,41.38849661
4/12/17,BTC-USD,32.56757298
5/12/17,BTC-USD,28.80447245
6/12/17,BTC-USD,34.34557985
7/12/17,BTC-USD,34.37594334
8/12/17,BTC-USD,32.13684659
9/12/17,BTC-USD,38.52214692
10/12/17,BTC-USD,30.55611522
11/12/17,BTC-USD,33.16037256
12/12/17,BTC-USD,35.04620754
13/12/17,BTC-USD,31.94494784
14/12/17,BTC-USD,36.90959521
15/12/17,BTC-USD,38.70928119
16/12/17,BTC-USD,40.00697839
17/12/17,BTC-USD,38.21608777
18/12/17,BTC-USD,34.00449988
19/12/17,BTC-USD,38.071473
20/12/17,BTC-USD,34.84207377
21/12/17,BTC-USD,34.57859943
22/12/17,BTC-USD,35.79149004
23/12/17,BTC-USD,38.78483051
24/12/17,BTC-USD,44.16213652
25/12/17,BTC-USD,41.66495584
26/12/17,BTC-USD,26.51802359
27/12/17,BTC-USD,36.09034943
28/12/17,BTC-USD,35.89925537
29/12/17,BTC-USD,32.82037057
30/12/17,BTC-USD,41.21951239
1/1/18,BTC-USD,31.11714412
2/1/18,BTC-USD,37.34931131
3/1/18,BTC-USD,35.42845417
4/1/18,BTC-USD,37.17462252
5/1/18,BTC-USD,37.88428908
6/1/18,BTC-USD,34.75204911
7/1/18,BTC-USD,40.14176277
8/1/18,BTC-USD,37.37717264
9/1/18,BTC-USD,35.84395974
10/1/18,BTC-USD,36.97620299
11/1/18,BTC-USD,30.96597115
12/1/18,BTC-USD,39.29780747
13/1/18,BTC-USD,36.12837355
14/1/18,BTC-USD,34.75853154
15/1/18,BTC-USD,35.0198507
16/1/18,BTC-USD,41.67371334
17/1/18,BTC-USD,31.79019085
18/1/18,BTC-USD,35.218092
19/1/18,BTC-USD,31.5127255
20/1/18,BTC-USD,33.7454303
21/1/18,BTC-USD,29.75040745
22/1/18,BTC-USD,39.49581287
23/1/18,BTC-USD,38.10285509
24/1/18,BTC-USD,35.71502559
25/1/18,BTC-USD,36.62148957
26/1/18,BTC-USD,41.74940245
27/1/18,BTC-USD,36.65066035
28/1/18,BTC-USD,35.72395862
29/1/18,BTC-USD,32.60833332
30/1/18,BTC-USD,27.52777781
31/1/18,BTC-USD,36.22604909
1/2/18,BTC-USD,38.19081767
2/2/18,BTC-USD,34.17946555
3/2/18,BTC-USD,39.63580651
4/2/18,BTC-USD,37.71359864
5/2/18,BTC-USD,35.22241468
6/2/18,BTC-USD,36.4464848
7/2/18,BTC-USD,35.32109563
8/2/18,BTC-USD,32.65693859
9/2/18,BTC-USD,30.2988779
10/2/18,BTC-USD,31.1531277
11/2/18,BTC-USD,31.00307497
12/2/18,BTC-USD,32.67454255
13/2/18,BTC-USD,39.82118513
14/2/18,BTC-USD,41.32153686
15/2/18,BTC-USD,34.14846302
16/2/18,BTC-USD,45.85185212
17/2/18,BTC-USD,39.33740928
18/2/18,BTC-USD,41.21951143
19/2/18,BTC-USD,29.46078404
20/2/18,BTC-USD,38.62577526
21/2/18,BTC-USD,41.51716173
22/2/18,BTC-USD,36.78673435
23/2/18,BTC-USD,45.22346372
24/2/18,BTC-USD,41.21951143
25/2/18,BTC-USD,
26/2/18,BTC-USD,39.6334932
27/2/18,BTC-USD,37.11865137
28/2/18,BTC-USD,35.11204488
1/3/18,BTC-USD,51.49463958
2/3/18,BTC-USD,30.31107438
3/3/18,BTC-USD,41.12365757
4/3/18,BTC-USD,38.91681738
5/3/18,BTC-USD,33.03523048
6/3/18,BTC-USD,50.83331225
7/3/18,BTC-USD,38.18620747
8/3/18,BTC-USD,44.04761905
9/3/18,BTC-USD,35.11018679
10/3/18,BTC-USD,41.92401072
11/3/18,BTC-USD,37.80103252
12/3/18,BTC-USD,30.82955354
13/3/18,BTC-USD,16.66666667
14/3/18,BTC-USD,28.60584952
15/3/18,BTC-USD,35.99285224
16/3/18,BTC-USD,36.81196362
17/3/18,BTC-USD,40.59232485
18/3/18,BTC-USD,37.5607069
19/3/18,BTC-USD,38.13279143
20/3/18,BTC-USD,33.60079945
21/3/18,BTC-USD,
22/3/18,BTC-USD,41.21951239
23/3/18,BTC-USD,
24/3/18,BTC-USD,
25/3/18,BTC-USD,
26/3/18,BTC-USD,45.85442807
27/3/18,BTC-USD,32.1692424
28/3/18,BTC-USD,39.39010916
29/3/18,BTC-USD,38.76063378
30/3/18,BTC-USD,39.12590008
31/3/18,BTC-USD,28.94308905
1/4/18,BTC-USD,41.21951143
2/4/18,BTC-USD,43.35691
3/4/18,BTC-USD,36.98230482
4/4/18,BTC-USD,24.70588244
5/4/18,BTC-USD,42.21993342
6/4/18,BTC-USD,
7/4/18,BTC-USD,41.21951239
8/4/18,BTC-USD,41.21951239
9/4/18,BTC-USD,35.90579447
10/4/18,BTC-USD,38.67088922
11/4/18,BTC-USD,34.18826413
12/4/18,BTC-USD,36.85047182
13/4/18,BTC-USD,45.99068937
14/4/18,BTC-USD,39.34865907
15/4/18,BTC-USD,39.6466511
16/4/18,BTC-USD,
17/4/18,BTC-USD,28.94308953
18/4/18,BTC-USD,27.00171716
19/4/18,BTC-USD,28.74122485
20/4/18,BTC-USD,45.66441148
21/4/18,BTC-USD,53.76811606
22/4/18,BTC-USD,
23/4/18,BTC-USD,21.72222229
24/4/18,BTC-USD,26.1764707
25/4/18,BTC-USD,
26/4/18,BTC-USD,33.99864515
27/4/18,BTC-USD,
28/4/18,BTC-USD,
29/4/18,BTC-USD,
30/4/18,BTC-USD,40.18818314
1/5/18,BTC-USD,
2/5/18,BTC-USD,21.42156869
3/5/18,BTC-USD,39.99991056
4/5/18,BTC-USD,37.5607069
5/5/18,BTC-USD,37.5607069
6/5/18,BTC-USD,37.5607069
7/5/18,BTC-USD,39.99991056
8/5/18,BTC-USD,34.97559819
9/5/18,BTC-USD,31.60637248
10/5/18,BTC-USD,37.19165552
11/5/18,BTC-USD,
12/5/18,BTC-USD,21.14285719
13/5/18,BTC-USD,16.66666667
14/5/18,BTC-USD,16.66666667
15/5/18,BTC-USD,34.001597
16/5/18,BTC-USD,37.74535407
17/5/18,BTC-USD,16.66666667
18/5/18,BTC-USD,26.1764707
19/5/18,BTC-USD,33.53261596
20/5/18,BTC-USD,30.847222
21/5/18,BTC-USD,37.01992054
22/5/18,BTC-USD,35.44992605
23/5/18,BTC-USD,32.74509738
24/5/18,BTC-USD,34.86843055
25/5/18,BTC-USD,33.99864467
26/5/18,BTC-USD,26.61561577
27/5/18,BTC-USD,30.40259424
28/5/18,BTC-USD,37.5607069
29/5/18,BTC-USD,44.04761905
30/5/18,BTC-USD,
31/5/18,BTC-USD,
1/6/18,BTC-USD,
2/6/18,BTC-USD,16.66666667
3/6/18,BTC-USD,16.66666667
4/6/18,BTC-USD,
5/6/18,BTC-USD,26.1764707
6/6/18,BTC-USD,
7/6/18,BTC-USD,41.21951239
8/6/18,BTC-USD,40.80416297
9/6/18,BTC-USD,27.11368678
10/6/18,BTC-USD,41.21951239
11/6/18,BTC-USD,31.9538043
12/6/18,BTC-USD,44.35606062
13/6/18,BTC-USD,32.86982627
14/6/18,BTC-USD,36.32158133
15/6/18,BTC-USD,32.14713938
16/6/18,BTC-USD,
17/6/18,BTC-USD,37.5607069
18/6/18,BTC-USD,35.90776928
19/6/18,BTC-USD,58.30158785
20/6/18,BTC-USD,33.87194694
21/6/18,BTC-USD,31.10294071
22/6/18,BTC-USD,
23/6/18,BTC-USD,37.5607069
24/6/18,BTC-USD,30.59602682
25/6/18,BTC-USD,39.02422909
26/6/18,BTC-USD,41.07689737
27/6/18,BTC-USD,16.66666667
28/6/18,BTC-USD,20.68627434
29/6/18,BTC-USD,38.77110163
30/6/18,BTC-USD,34.25372002
1/7/18,BTC-USD,41.21951191
2/7/18,BTC-USD,44.04761905
3/7/18,BTC-USD,
4/7/18,BTC-USD,65.42857225
5/7/18,BTC-USD,55.64021219
6/7/18,BTC-USD,25.61904772
7/7/18,BTC-USD,16.66666667
8/7/18,BTC-USD,16.66666667
9/7/18,BTC-USD,57.46718172
10/7/18,BTC-USD,41.20915309
11/7/18,BTC-USD,37.33468791
12/7/18,BTC-USD,
13/7/18,BTC-USD,44.04761905
14/7/18,BTC-USD,39.39010916
15/7/18,BTC-USD,41.21951143
16/7/18,BTC-USD,37.5607069
17/7/18,BTC-USD,49.0122994
18/7/18,BTC-USD,34.98556333
19/7/18,BTC-USD,41.21951239
20/7/18,BTC-USD,
21/7/18,BTC-USD,44.04761905
22/7/18,BTC-USD,37.5607069
23/7/18,BTC-USD,33.95892488
24/7/18,BTC-USD,32.4571703
25/7/18,BTC-USD,26.1764707
26/7/18,BTC-USD,39.80793527
27/7/18,BTC-USD,28.59684354
28/7/18,BTC-USD,26.1764707
29/7/18,BTC-USD,
30/7/18,BTC-USD,44.04761905
31/7/18,BTC-USD,
1/8/18,BTC-USD,
2/8/18,BTC-USD,43.10491683
3/8/18,BTC-USD,34.30256641
4/8/18,BTC-USD,36.9823053
5/8/18,BTC-USD,41.21951239
6/8/18,BTC-USD,34.91056914
7/8/18,BTC-USD,37.27642286
8/8/18,BTC-USD,41.21951143
9/8/18,BTC-USD,
10/8/18,BTC-USD,43.06194286
11/8/18,BTC-USD,37.3068434
12/8/18,BTC-USD,41.885315
13/8/18,BTC-USD,35.15290255
14/8/18,BTC-USD,35.49372177
15/8/18,BTC-USD,37.97947156
16/8/18,BTC-USD,
17/8/18,BTC-USD,
18/8/18,BTC-USD,
19/8/18,BTC-USD,49.45736434
20/8/18,BTC-USD,
21/8/18,BTC-USD,44.74400698
22/8/18,BTC-USD,36.35680452
23/8/18,BTC-USD,33.56186353
24/8/18,BTC-USD,37.5607069
25/8/18,BTC-USD,46.23188394
26/8/18,BTC-USD,
27/8/18,BTC-USD,
28/8/18,BTC-USD,32.74509821
29/8/18,BTC-USD,41.2511085
30/8/18,BTC-USD,
31/8/18,BTC-USD,
1/9/18,BTC-USD,
2/9/18,BTC-USD,
3/9/18,BTC-USD,16.66666667
4/9/18,BTC-USD,35.33268843
5/9/18,BTC-USD,41.21951239
6/9/18,BTC-USD,40.77867133
7/9/18,BTC-USD,45.48831517
8/9/18,BTC-USD,65.42857225
9/9/18,BTC-USD,65.42857225
10/9/18,BTC-USD,44.04761905
11/9/18,BTC-USD,40.79166733
12/9/18,BTC-USD,42.1662096
13/9/18,BTC-USD,16.66666667
14/9/18,BTC-USD,44.04761905
15/9/18,BTC-USD,
16/9/18,BTC-USD,
