Date,currency,strength
17/9/18,BTC-USD,32.1692424
18/9/18,BTC-USD,26.77777791
19/9/18,BTC-USD,31.38979477
20/9/18,BTC-USD,40.60843078
21/9/18,BTC-USD,39.7572363
22/9/18,BTC-USD,
23/9/18,BTC-USD,28.94308905
24/9/18,BTC-USD,29.46078445
25/9/18,BTC-USD,37.64239048
26/9/18,BTC-USD,50.4761905
27/9/18,BTC-USD,49.74038789
28/9/18,BTC-USD,42.89030309
29/9/18,BTC-USD,46.2318845
30/9/18,BTC-USD,46.2318845
1/10/18,BTC-USD,
2/10/18,BTC-USD,42.72014394
3/10/18,BTC-USD,44.04761905
4/10/18,BTC-USD,
5/10/18,BTC-USD,42.41964319
6/10/18,BTC-USD,
7/10/18,BTC-USD,
8/10/18,BTC-USD,
9/10/18,BTC-USD,
10/10/18,BTC-USD,37.5607069
11/10/18,BTC-USD,42.72014394
12/10/18,BTC-USD,
13/10/18,BTC-USD,37.5607069
14/10/18,BTC-USD,
15/10/18,BTC-USD,41.21951239
16/10/18,BTC-USD,
17/10/18,BTC-USD,41.21951239
18/10/18,BTC-USD,32.74509738
19/10/18,BTC-USD,58.78048857
20/10/18,BTC-USD,58.78048857
21/10/18,BTC-USD,
22/10/18,BTC-USD,34.17171734
23/10/18,BTC-USD,32.74509821
24/10/18,BTC-USD,35.41269848
25/10/18,BTC-USD,
26/10/18,BTC-USD,29.59960078
27/10/18,BTC-USD,
28/10/18,BTC-USD,51.5364
29/10/18,BTC-USD,27.38562103
30/10/18,BTC-USD,16.66666667
31/10/18,BTC-USD,33.29236708
1/11/18,BTC-USD,33.2667007
2/11/18,BTC-USD,37.93749967
3/11/18,BTC-USD,32.22676916
4/11/18,BTC-USD,43.34742833
5/11/18,BTC-USD,26.77777791
6/11/18,BTC-USD,20.03703708
7/11/18,BTC-USD,
8/11/18,BTC-USD,40.79166733
9/11/18,BTC-USD,16.66666667
10/11/18,BTC-USD,41.56565676
11/11/18,BTC-USD,52.12041902
12/11/18,BTC-USD,
13/11/18,BTC-USD,45.85356897
14/11/18,BTC-USD,42.83475339
15/11/18,BTC-USD,39.96949132
16/11/18,BTC-USD,40.98183676
17/11/18,BTC-USD,
18/11/18,BTC-USD,42.0773184
19/11/18,BTC-USD,44.04761905
20/11/18,BTC-USD,37.90028463
21/11/18,BTC-USD,45.97142865
22/11/18,BTC-USD,35.24198933
23/11/18,BTC-USD,27.08333345
24/11/18,BTC-USD,45.15319836
25/11/18,BTC-USD,42.03819717
26/11/18,BTC-USD,35.11022285
27/11/18,BTC-USD,34.18464074
28/11/18,BTC-USD,31.8685888
29/11/18,BTC-USD,
30/11/18,BTC-USD,32.74509738
1/12/18,BTC-USD,32.74509738
2/12/18,BTC-USD,41.61064393
3/12/18,BTC-USD,46.51351396
4/12/18,BTC-USD,50.93876897
5/12/18,BTC-USD,52.12041902
6/12/18,BTC-USD,37.5607069
7/12/18,BTC-USD,34.98556301
8/12/18,BTC-USD,45.04047292
9/12/18,BTC-USD,46.61268825
10/12/18,BTC-USD,37.5607069
11/12/18,BTC-USD,46.23188394
12/12/18,BTC-USD,43.49115241
13/12/18,BTC-USD,38.1622204
14/12/18,BTC-USD,29.79342523
15/12/18,BTC-USD,43.27590195
16/12/18,BTC-USD,42.60507287
17/12/18,BTC-USD,44.76781432
18/12/18,BTC-USD,41.00558986
19/12/18,BTC-USD,39.39010916
20/12/18,BTC-USD,38.25622732
21/12/18,BTC-USD,40.41553421
22/12/18,BTC-USD,40.79166733
23/12/18,BTC-USD,27.87826823
24/12/18,BTC-USD,
25/12/18,BTC-USD,
26/12/18,BTC-USD,49.7571188
27/12/18,BTC-USD,47.87958098
28/12/18,BTC-USD,49.74956821
29/12/18,BTC-USD,49.74956821
30/12/18,BTC-USD,49.74956821
2/1/19,BTC-USD,26.77777791
3/1/19,BTC-USD,53.48648646
4/1/19,BTC-USD,
5/1/19,BTC-USD,
6/1/19,BTC-USD,
7/1/19,BTC-USD,38.71475264
8/1/19,BTC-USD,23.40740749
9/1/19,BTC-USD,33.22384446
10/1/19,BTC-USD,37.5607069
11/1/19,BTC-USD,33.69799154
12/1/19,BTC-USD,26.77777791
13/1/19,BTC-USD,26.77777791
14/1/19,BTC-USD,24.96633003
15/1/19,BTC-USD,50
16/1/19,BTC-USD,45.85185212
17/1/19,BTC-USD,45.85185212
18/1/19,BTC-USD,45.85185212
19/1/19,BTC-USD,50
20/1/19,BTC-USD,50
21/1/19,BTC-USD,50
22/1/19,BTC-USD,26.1764707
23/1/19,BTC-USD,42.63356524
24/1/19,BTC-USD,46.2318845
25/1/19,BTC-USD,41.21951143
26/1/19,BTC-USD,
27/1/19,BTC-USD,50.952381
28/1/19,BTC-USD,37.5607069
29/1/19,BTC-USD,44.43995629
30/1/19,BTC-USD,36.82608667
31/1/19,BTC-USD,
1/2/19,BTC-USD,
2/2/19,BTC-USD,53.76811606
3/2/19,BTC-USD,41.02144933
4/2/19,BTC-USD,
5/2/19,BTC-USD,37.5607069
6/2/19,BTC-USD,
7/2/19,BTC-USD,
8/2/19,BTC-USD,
9/2/19,BTC-USD,
10/2/19,BTC-USD,
11/2/19,BTC-USD,
12/2/19,BTC-USD,
13/2/19,BTC-USD,41.21951239
14/2/19,BTC-USD,44.1648888
15/2/19,BTC-USD,45.60975619
16/2/19,BTC-USD,
17/2/19,BTC-USD,
18/2/19,BTC-USD,51.00358423
19/2/19,BTC-USD,50
20/2/19,BTC-USD,
21/2/19,BTC-USD,33.61127653
22/2/19,BTC-USD,
23/2/19,BTC-USD,
24/2/19,BTC-USD,
25/2/19,BTC-USD,26.1764707
26/2/19,BTC-USD,
27/2/19,BTC-USD,
28/2/19,BTC-USD,
1/3/19,BTC-USD,
2/3/19,BTC-USD,
3/3/19,BTC-USD,
4/3/19,BTC-USD,
5/3/19,BTC-USD,
6/3/19,BTC-USD,
7/3/19,BTC-USD,
8/3/19,BTC-USD,
9/3/19,BTC-USD,
10/3/19,BTC-USD,
11/3/19,BTC-USD,
12/3/19,BTC-USD,32.74509738
13/3/19,BTC-USD,
14/3/19,BTC-USD,
15/3/19,BTC-USD,33.48641936
16/3/19,BTC-USD,
17/3/19,BTC-USD,
18/3/19,BTC-USD,47.8539523
19/3/19,BTC-USD,43.50192723
20/3/19,BTC-USD,47.35299894
21/3/19,BTC-USD,37.5607069
22/3/19,BTC-USD,26.1764707
23/3/19,BTC-USD,41.21951239
24/3/19,BTC-USD,44.35606062
25/3/19,BTC-USD,37.5607069
26/3/19,BTC-USD,
27/3/19,BTC-USD,
28/3/19,BTC-USD,
29/3/19,BTC-USD,55.64021219
30/3/19,BTC-USD,
31/3/19,BTC-USD,
1/4/19,BTC-USD,73.22222012
2/4/19,BTC-USD,36.49273917
3/4/19,BTC-USD,36.95477983
4/4/19,BTC-USD,42.0543817
5/4/19,BTC-USD,32.74509821
6/4/19,BTC-USD,
7/4/19,BTC-USD,47.70809114
8/4/19,BTC-USD,
9/4/19,BTC-USD,37.45875125
10/4/19,BTC-USD,35.15290255
11/4/19,BTC-USD,26.1764707
12/4/19,BTC-USD,
13/4/19,BTC-USD,32.74509821
14/4/19,BTC-USD,
15/4/19,BTC-USD,36.33730164
16/4/19,BTC-USD,
17/4/19,BTC-USD,37.5607069
18/4/19,BTC-USD,33.33627486
19/4/19,BTC-USD,
20/4/19,BTC-USD,37.5607069
21/4/19,BTC-USD,
22/4/19,BTC-USD,37.5607069
23/4/19,BTC-USD,37.313003
24/4/19,BTC-USD,37.5607069
25/4/19,BTC-USD,
26/4/19,BTC-USD,
27/4/19,BTC-USD,
28/4/19,BTC-USD,49.75711892
29/4/19,BTC-USD,37.5607069
30/4/19,BTC-USD,37.5607069
1/5/19,BTC-USD,46.23188394
2/5/19,BTC-USD,
3/5/19,BTC-USD,29.76143806
4/5/19,BTC-USD,
5/5/19,BTC-USD,
6/5/19,BTC-USD,
7/5/19,BTC-USD,34.57142878
8/5/19,BTC-USD,39.93238924
9/5/19,BTC-USD,32.16643342
10/5/19,BTC-USD,
11/5/19,BTC-USD,50
12/5/19,BTC-USD,34.15471899
13/5/19,BTC-USD,38.18046102
14/5/19,BTC-USD,46.35090356
15/5/19,BTC-USD,52.69503569
16/5/19,BTC-USD,47.85395222
17/5/19,BTC-USD,32.75000044
18/5/19,BTC-USD,48.99641577
19/5/19,BTC-USD,16.66666667
20/5/19,BTC-USD,42.51508286
21/5/19,BTC-USD,32.1607586
22/5/19,BTC-USD,44.04761905
23/5/19,BTC-USD,41.21951239
24/5/19,BTC-USD,42.63356572
25/5/19,BTC-USD,48.99641577
26/5/19,BTC-USD,
27/5/19,BTC-USD,34.98744205
28/5/19,BTC-USD,47.46193831
29/5/19,BTC-USD,41.21951143
30/5/19,BTC-USD,36.40560089
31/5/19,BTC-USD,35.56990238
1/6/19,BTC-USD,32.74509738
2/6/19,BTC-USD,44.04761905
3/6/19,BTC-USD,29.46078445
4/6/19,BTC-USD,47.0731708
5/6/19,BTC-USD,35.15290214
6/6/19,BTC-USD,26.77777791
7/6/19,BTC-USD,34.57142878
8/6/19,BTC-USD,
9/6/19,BTC-USD,
10/6/19,BTC-USD,
11/6/19,BTC-USD,49.67991169
12/6/19,BTC-USD,41.21951143
13/6/19,BTC-USD,32.74509821
14/6/19,BTC-USD,25.79365079
15/6/19,BTC-USD,38.71825448
16/6/19,BTC-USD,45.13386578
17/6/19,BTC-USD,23.41131819
18/6/19,BTC-USD,52.07407462
19/6/19,BTC-USD,39.87292848
20/6/19,BTC-USD,
21/6/19,BTC-USD,
22/6/19,BTC-USD,37.14191767
23/6/19,BTC-USD,49.84446039
24/6/19,BTC-USD,27.99216011
25/6/19,BTC-USD,39.00101539
26/6/19,BTC-USD,32.24219204
27/6/19,BTC-USD,31.73659572
28/6/19,BTC-USD,34.20365431
29/6/19,BTC-USD,41.16724693
30/6/19,BTC-USD,33.25275352
1/7/19,BTC-USD,33.51411349
2/7/19,BTC-USD,47.31783642
3/7/19,BTC-USD,36.58730162
4/7/19,BTC-USD,41.21951239
5/7/19,BTC-USD,59.20833267
6/7/19,BTC-USD,44.04761905
7/7/19,BTC-USD,
8/7/19,BTC-USD,26.77777791
9/7/19,BTC-USD,
10/7/19,BTC-USD,38.38888895
11/7/19,BTC-USD,41.8848824
12/7/19,BTC-USD,49.96910373
13/7/19,BTC-USD,47.87958098
14/7/19,BTC-USD,48.45536332
15/7/19,BTC-USD,40.6296297
16/7/19,BTC-USD,32.43044834
17/7/19,BTC-USD,47.14610102
18/7/19,BTC-USD,38.47540803
19/7/19,BTC-USD,26.1764707
20/7/19,BTC-USD,47.07317048
21/7/19,BTC-USD,46.91124968
22/7/19,BTC-USD,65.42857225
23/7/19,BTC-USD,
24/7/19,BTC-USD,
25/7/19,BTC-USD,
26/7/19,BTC-USD,
27/7/19,BTC-USD,
28/7/19,BTC-USD,41.21951143
29/7/19,BTC-USD,28.94308905
30/7/19,BTC-USD,41.21951143
31/7/19,BTC-USD,
1/8/19,BTC-USD,
2/8/19,BTC-USD,41.21951143
3/8/19,BTC-USD,41.21951143
4/8/19,BTC-USD,41.21951143
5/8/19,BTC-USD,33.21568628
6/8/19,BTC-USD,16.66666667
7/8/19,BTC-USD,34.37675053
8/8/19,BTC-USD,
9/8/19,BTC-USD,16.66666667
10/8/19,BTC-USD,
11/8/19,BTC-USD,34.57142878
12/8/19,BTC-USD,46.6786392
13/8/19,BTC-USD,39.99990992
14/8/19,BTC-USD,33.96639724
15/8/19,BTC-USD,41.7362888
16/8/19,BTC-USD,22.02614357
17/8/19,BTC-USD,
18/8/19,BTC-USD,41.21951143
19/8/19,BTC-USD,23.63134674
20/8/19,BTC-USD,49.7571188
21/8/19,BTC-USD,
22/8/19,BTC-USD,50
23/8/19,BTC-USD,50
24/8/19,BTC-USD,50.70219956
25/8/19,BTC-USD,
26/8/19,BTC-USD,35.15290255
27/8/19,BTC-USD,24.70588202
28/8/19,BTC-USD,45.24479218
29/8/19,BTC-USD,41.93856851
30/8/19,BTC-USD,
31/8/19,BTC-USD,35.95550372
1/9/19,BTC-USD,35.95550372
2/9/19,BTC-USD,35.15290214
3/9/19,BTC-USD,38.0905696
4/9/19,BTC-USD,
5/9/19,BTC-USD,
6/9/19,BTC-USD,29.83026986
7/9/19,BTC-USD,32.74509821
8/9/19,BTC-USD,44.04761905
9/9/19,BTC-USD,50
10/9/19,BTC-USD,
11/9/19,BTC-USD,
12/9/19,BTC-USD,43.16792952
13/9/19,BTC-USD,
14/9/19,BTC-USD,32.74509821
15/9/19,BTC-USD,
16/9/19,BTC-USD,
17/9/19,BTC-USD,
18/9/19,BTC-USD,16.66666667
19/9/19,BTC-USD,16.66666667
20/9/19,BTC-USD,
21/9/19,BTC-USD,31.5916894
22/9/19,BTC-USD,
23/9/19,BTC-USD,39.55808092
24/9/19,BTC-USD,50
25/9/19,BTC-USD,46.4459867
26/9/19,BTC-USD,41.21951143
27/9/19,BTC-USD,16.66666667
28/9/19,BTC-USD,
29/9/19,BTC-USD,
30/9/19,BTC-USD,26.1764707
1/10/19,BTC-USD,37.45875125
2/10/19,BTC-USD,41.21951143
3/10/19,BTC-USD,41.21951191
4/10/19,BTC-USD,33.69799107
5/10/19,BTC-USD,33.69799107
6/10/19,BTC-USD,41.21951143
7/10/19,BTC-USD,39.53896767
8/10/19,BTC-USD,49.75711892
9/10/19,BTC-USD,41.21951143
10/10/19,BTC-USD,
11/10/19,BTC-USD,37.5607069
12/10/19,BTC-USD,
13/10/19,BTC-USD,
14/10/19,BTC-USD,
15/10/19,BTC-USD,
16/10/19,BTC-USD,37.5607069
17/10/19,BTC-USD,39.39010964
18/10/19,BTC-USD,
19/10/19,BTC-USD,
20/10/19,BTC-USD,
21/10/19,BTC-USD,27.69430051
22/10/19,BTC-USD,
23/10/19,BTC-USD,25.61904772
24/10/19,BTC-USD,28.97479006
25/10/19,BTC-USD,32.74509821
26/10/19,BTC-USD,37.5607069
27/10/19,BTC-USD,
28/10/19,BTC-USD,38.20944064
29/10/19,BTC-USD,28.94308953
30/10/19,BTC-USD,
31/10/19,BTC-USD,
1/11/19,BTC-USD,
2/11/19,BTC-USD,
3/11/19,BTC-USD,
4/11/19,BTC-USD,33.03523
5/11/19,BTC-USD,34.70602087
6/11/19,BTC-USD,16.66666667
7/11/19,BTC-USD,50.26411658
8/11/19,BTC-USD,16.66666667
9/11/19,BTC-USD,
10/11/19,BTC-USD,
11/11/19,BTC-USD,50
12/11/19,BTC-USD,
13/11/19,BTC-USD,16.66666667
14/11/19,BTC-USD,30.35714286
15/11/19,BTC-USD,
16/11/19,BTC-USD,
17/11/19,BTC-USD,
18/11/19,BTC-USD,
19/11/19,BTC-USD,35.41269848
20/11/19,BTC-USD,
21/11/19,BTC-USD,33.69799107
22/11/19,BTC-USD,44.04761905
23/11/19,BTC-USD,
24/11/19,BTC-USD,16.66666667
25/11/19,BTC-USD,37.39910452
26/11/19,BTC-USD,28.94308953
27/11/19,BTC-USD,33.33333333
28/11/19,BTC-USD,20.03703708
29/11/19,BTC-USD,38.43540279
30/11/19,BTC-USD,
1/12/19,BTC-USD,16.66666667
2/12/19,BTC-USD,37.5607069
3/12/19,BTC-USD,44.04761905
4/12/19,BTC-USD,26.1764707
5/12/19,BTC-USD,
6/12/19,BTC-USD,36.76838235
7/12/19,BTC-USD,30.84409342
8/12/19,BTC-USD,41.21951143
9/12/19,BTC-USD,26.1764707
10/12/19,BTC-USD,
11/12/19,BTC-USD,
12/12/19,BTC-USD,
13/12/19,BTC-USD,
14/12/19,BTC-USD,
15/12/19,BTC-USD,
16/12/19,BTC-USD,44.04761905
17/12/19,BTC-USD,
18/12/19,BTC-USD,40.80416297
19/12/19,BTC-USD,16.66666667
20/12/19,BTC-USD,
21/12/19,BTC-USD,
22/12/19,BTC-USD,
23/12/19,BTC-USD,26.47712431
24/12/19,BTC-USD,
25/12/19,BTC-USD,
26/12/19,BTC-USD,
27/12/19,BTC-USD,
28/12/19,BTC-USD,
29/12/19,BTC-USD,
30/12/19,BTC-USD,34.57142878
1/1/20,BTC-USD,37.32867944
2/1/20,BTC-USD,41.21951143
3/1/20,BTC-USD,41.21951143
4/1/20,BTC-USD,
5/1/20,BTC-USD,
6/1/20,BTC-USD,
7/1/20,BTC-USD,30.59602682
8/1/20,BTC-USD,16.66666667
9/1/20,BTC-USD,
10/1/20,BTC-USD,35.15290255
11/1/20,BTC-USD,16.66666667
12/1/20,BTC-USD,
13/1/20,BTC-USD,16.66666667
14/1/20,BTC-USD,48.31159674
15/1/20,BTC-USD,35.81944467
16/1/20,BTC-USD,
17/1/20,BTC-USD,
18/1/20,BTC-USD,
19/1/20,BTC-USD,
20/1/20,BTC-USD,44.04761905
21/1/20,BTC-USD,26.1764707
22/1/20,BTC-USD,
23/1/20,BTC-USD,34.57142878
24/1/20,BTC-USD,26.77777791
25/1/20,BTC-USD,
26/1/20,BTC-USD,
27/1/20,BTC-USD,45.85185212
28/1/20,BTC-USD,34.40998315
29/1/20,BTC-USD,26.77777791
30/1/20,BTC-USD,37.5607069
31/1/20,BTC-USD,27.11368678
1/2/20,BTC-USD,49.04761915
2/2/20,BTC-USD,49.04761915
3/2/20,BTC-USD,31.81562833
4/2/20,BTC-USD,38.08823535
5/2/20,BTC-USD,49.74956821
6/2/20,BTC-USD,26.1764707
7/2/20,BTC-USD,
8/2/20,BTC-USD,
9/2/20,BTC-USD,44.04761905
10/2/20,BTC-USD,44.75845321
11/2/20,BTC-USD,
12/2/20,BTC-USD,33.665989
13/2/20,BTC-USD,34.57142878
14/2/20,BTC-USD,
15/2/20,BTC-USD,
16/2/20,BTC-USD,
17/2/20,BTC-USD,
18/2/20,BTC-USD,
19/2/20,BTC-USD,
20/2/20,BTC-USD,16.66666667
21/2/20,BTC-USD,
22/2/20,BTC-USD,
23/2/20,BTC-USD,37.5607069
24/2/20,BTC-USD,
25/2/20,BTC-USD,41.21951143
26/2/20,BTC-USD,42.41964319
27/2/20,BTC-USD,26.1764707
28/2/20,BTC-USD,
29/2/20,BTC-USD,
1/3/20,BTC-USD,
2/3/20,BTC-USD,32.74509821
3/3/20,BTC-USD,
4/3/20,BTC-USD,
5/3/20,BTC-USD,16.66666667
6/3/20,BTC-USD,
7/3/20,BTC-USD,
8/3/20,BTC-USD,
9/3/20,BTC-USD,44.04761905
10/3/20,BTC-USD,
11/3/20,BTC-USD,
12/3/20,BTC-USD,38.79725032
13/3/20,BTC-USD,39.99990992
14/3/20,BTC-USD,
15/3/20,BTC-USD,
16/3/20,BTC-USD,26.1764707
17/3/20,BTC-USD,
18/3/20,BTC-USD,
19/3/20,BTC-USD,41.21951239
20/3/20,BTC-USD,41.21951143
21/3/20,BTC-USD,
22/3/20,BTC-USD,
23/3/20,BTC-USD,
24/3/20,BTC-USD,37.5607069
25/3/20,BTC-USD,49.75711892
26/3/20,BTC-USD,
27/3/20,BTC-USD,
28/3/20,BTC-USD,
29/3/20,BTC-USD,
30/3/20,BTC-USD,
31/3/20,BTC-USD,37.5607069
1/4/20,BTC-USD,
2/4/20,BTC-USD,
3/4/20,BTC-USD,32.74509738
4/4/20,BTC-USD,
5/4/20,BTC-USD,
6/4/20,BTC-USD,40.79166733
7/4/20,BTC-USD,
8/4/20,BTC-USD,
9/4/20,BTC-USD,
10/4/20,BTC-USD,
11/4/20,BTC-USD,
12/4/20,BTC-USD,
13/4/20,BTC-USD,26.77777791
14/4/20,BTC-USD,
15/4/20,BTC-USD,
16/4/20,BTC-USD,
17/4/20,BTC-USD,
18/4/20,BTC-USD,16.66666667
19/4/20,BTC-USD,
20/4/20,BTC-USD,32.74509738
21/4/20,BTC-USD,
22/4/20,BTC-USD,
23/4/20,BTC-USD,36.98230482
24/4/20,BTC-USD,37.5607069
25/4/20,BTC-USD,26.1764707
26/4/20,BTC-USD,26.1764707
27/4/20,BTC-USD,
28/4/20,BTC-USD,26.1764707
29/4/20,BTC-USD,
30/4/20,BTC-USD,
1/5/20,BTC-USD,44.19576744
2/5/20,BTC-USD,34.57142878
3/5/20,BTC-USD,
4/5/20,BTC-USD,34.57142878
5/5/20,BTC-USD,
6/5/20,BTC-USD,32.74509821
7/5/20,BTC-USD,45.90146623
8/5/20,BTC-USD,34.57142878
9/5/20,BTC-USD,
10/5/20,BTC-USD,
11/5/20,BTC-USD,40.35545321
12/5/20,BTC-USD,36.38273695
13/5/20,BTC-USD,
14/5/20,BTC-USD,45.60975626
15/5/20,BTC-USD,16.66666667
16/5/20,BTC-USD,
17/5/20,BTC-USD,44.04761905
18/5/20,BTC-USD,
19/5/20,BTC-USD,
20/5/20,BTC-USD,37.5607069
21/5/20,BTC-USD,37.5607069
22/5/20,BTC-USD,
23/5/20,BTC-USD,
24/5/20,BTC-USD,
25/5/20,BTC-USD,
26/5/20,BTC-USD,
27/5/20,BTC-USD,37.5607069
28/5/20,BTC-USD,
29/5/20,BTC-USD,16.66666667
30/5/20,BTC-USD,
31/5/20,BTC-USD,
1/6/20,BTC-USD,37.5607069
2/6/20,BTC-USD,38.1086903
3/6/20,BTC-USD,35.56785482
4/6/20,BTC-USD,26.77777791
5/6/20,BTC-USD,
6/6/20,BTC-USD,34.57142878
7/6/20,BTC-USD,
8/6/20,BTC-USD,37.5607069
9/6/20,BTC-USD,16.66666667
10/6/20,BTC-USD,49.04761915
11/6/20,BTC-USD,45.85185212
12/6/20,BTC-USD,50
13/6/20,BTC-USD,
14/6/20,BTC-USD,
15/6/20,BTC-USD,26.1764707
16/6/20,BTC-USD,
17/6/20,BTC-USD,32.74509821
18/6/20,BTC-USD,16.66666667
19/6/20,BTC-USD,
20/6/20,BTC-USD,
21/6/20,BTC-USD,
22/6/20,BTC-USD,
23/6/20,BTC-USD,
24/6/20,BTC-USD,
25/6/20,BTC-USD,
26/6/20,BTC-USD,
27/6/20,BTC-USD,
28/6/20,BTC-USD,
29/6/20,BTC-USD,32.74509738
30/6/20,BTC-USD,
1/7/20,BTC-USD,41.21951143
2/7/20,BTC-USD,41.21951143
3/7/20,BTC-USD,
4/7/20,BTC-USD,
5/7/20,BTC-USD,
6/7/20,BTC-USD,
7/7/20,BTC-USD,
8/7/20,BTC-USD,
9/7/20,BTC-USD,
10/7/20,BTC-USD,
11/7/20,BTC-USD,
12/7/20,BTC-USD,
13/7/20,BTC-USD,
14/7/20,BTC-USD,
15/7/20,BTC-USD,34.16196924
16/7/20,BTC-USD,37.17510523
17/7/20,BTC-USD,43.78596472
18/7/20,BTC-USD,48.99641577
19/7/20,BTC-USD,
20/7/20,BTC-USD,
21/7/20,BTC-USD,47.68383034
22/7/20,BTC-USD,41.21951143
23/7/20,BTC-USD,42.63356524
24/7/20,BTC-USD,
25/7/20,BTC-USD,
26/7/20,BTC-USD,26.77777791
27/7/20,BTC-USD,36.65013593
28/7/20,BTC-USD,16.66666667
29/7/20,BTC-USD,
30/7/20,BTC-USD,
31/7/20,BTC-USD,37.5607069
1/8/20,BTC-USD,
2/8/20,BTC-USD,41.21951239
3/8/20,BTC-USD,41.2405765
4/8/20,BTC-USD,55.95238095
5/8/20,BTC-USD,26.77777791
6/8/20,BTC-USD,
7/8/20,BTC-USD,46.51351396
8/8/20,BTC-USD,50.55396029
9/8/20,BTC-USD,
10/8/20,BTC-USD,16.66666667
11/8/20,BTC-USD,40.79166733
12/8/20,BTC-USD,49.74956821
13/8/20,BTC-USD,50
14/8/20,BTC-USD,
15/8/20,BTC-USD,42.16221397
16/8/20,BTC-USD,
17/8/20,BTC-USD,
18/8/20,BTC-USD,
19/8/20,BTC-USD,
20/8/20,BTC-USD,
21/8/20,BTC-USD,
22/8/20,BTC-USD,
23/8/20,BTC-USD,
24/8/20,BTC-USD,
25/8/20,BTC-USD,
26/8/20,BTC-USD,38.88888889
27/8/20,BTC-USD,16.66666667
28/8/20,BTC-USD,
29/8/20,BTC-USD,54.14814924
30/8/20,BTC-USD,54.14814924
31/8/20,BTC-USD,41.21951143
1/9/20,BTC-USD,26.1764707
2/9/20,BTC-USD,37.5607069
3/9/20,BTC-USD,27.2247475
4/9/20,BTC-USD,
5/9/20,BTC-USD,32.27312382
6/9/20,BTC-USD,16.66666667
7/9/20,BTC-USD,
8/9/20,BTC-USD,41.21951143
9/9/20,BTC-USD,
10/9/20,BTC-USD,
11/9/20,BTC-USD,
12/9/20,BTC-USD,
13/9/20,BTC-USD,
14/9/20,BTC-USD,
15/9/20,BTC-USD,
16/9/20,BTC-USD,44.04761905
17/9/20,BTC-USD,
18/9/20,BTC-USD,
19/9/20,BTC-USD,
20/9/20,BTC-USD,
21/9/20,BTC-USD,
22/9/20,BTC-USD,30.847222
23/9/20,BTC-USD,26.1764707
24/9/20,BTC-USD,
25/9/20,BTC-USD,41.21951143
26/9/20,BTC-USD,41.21951143
27/9/20,BTC-USD,
28/9/20,BTC-USD,
29/9/20,BTC-USD,
30/9/20,BTC-USD,
1/10/20,BTC-USD,41.21951239
2/10/20,BTC-USD,50
3/10/20,BTC-USD,41.21951239
4/10/20,BTC-USD,
5/10/20,BTC-USD,
6/10/20,BTC-USD,
7/10/20,BTC-USD,45.72767411
8/10/20,BTC-USD,34.23294385
9/10/20,BTC-USD,35.41269848
10/10/20,BTC-USD,
11/10/20,BTC-USD,46.2318845
12/10/20,BTC-USD,
13/10/20,BTC-USD,
14/10/20,BTC-USD,26.1764707
15/10/20,BTC-USD,
16/10/20,BTC-USD,
17/10/20,BTC-USD,
18/10/20,BTC-USD,
19/10/20,BTC-USD,41.21951239
20/10/20,BTC-USD,28.94308953
21/10/20,BTC-USD,41.36102621
22/10/20,BTC-USD,28.94308905
23/10/20,BTC-USD,
24/10/20,BTC-USD,16.66666667
25/10/20,BTC-USD,48.99641577
26/10/20,BTC-USD,
27/10/20,BTC-USD,32.74509821
28/10/20,BTC-USD,23.63134674
29/10/20,BTC-USD,26.1764707
30/10/20,BTC-USD,47.87958098
31/10/20,BTC-USD,47.87958098
1/11/20,BTC-USD,
2/11/20,BTC-USD,
3/11/20,BTC-USD,
4/11/20,BTC-USD,19.04411768
5/11/20,BTC-USD,31.98581583
6/11/20,BTC-USD,44.99975794
7/11/20,BTC-USD,
8/11/20,BTC-USD,
9/11/20,BTC-USD,41.21951239
10/11/20,BTC-USD,41.21951239
11/11/20,BTC-USD,
12/11/20,BTC-USD,
13/11/20,BTC-USD,33.22384446
14/11/20,BTC-USD,48.91472867
15/11/20,BTC-USD,
16/11/20,BTC-USD,37.89547058
17/11/20,BTC-USD,23.56789615
18/11/20,BTC-USD,29.40708965
19/11/20,BTC-USD,48.59213246
20/11/20,BTC-USD,48.38451978
21/11/20,BTC-USD,32.90266791
22/11/20,BTC-USD,33.16677136
23/11/20,BTC-USD,45.85185212
24/11/20,BTC-USD,36.21186848
25/11/20,BTC-USD,27.52777781
26/11/20,BTC-USD,34.07545891
27/11/20,BTC-USD,34.28571429
28/11/20,BTC-USD,
29/11/20,BTC-USD,
30/11/20,BTC-USD,33.73684858
1/12/20,BTC-USD,32.39025134
2/12/20,BTC-USD,40.80416297
3/12/20,BTC-USD,35.41269848
4/12/20,BTC-USD,43.62770589
5/12/20,BTC-USD,42.41964319
6/12/20,BTC-USD,36.2971098
7/12/20,BTC-USD,41.21951239
8/12/20,BTC-USD,49.75711892
9/12/20,BTC-USD,37.00757576
10/12/20,BTC-USD,47.04509455
11/12/20,BTC-USD,32.27312382
12/12/20,BTC-USD,41.21951239
13/12/20,BTC-USD,47.87958098
14/12/20,BTC-USD,16.66666667
15/12/20,BTC-USD,44.04761905
16/12/20,BTC-USD,38.25997174
17/12/20,BTC-USD,42.41303172
18/12/20,BTC-USD,41.00171373
19/12/20,BTC-USD,42.09849648
20/12/20,BTC-USD,33.83103715
21/12/20,BTC-USD,41.29603074
22/12/20,BTC-USD,
