,time,side,exec_price,last_price,cost_price,pnl_costprice,quantity,num_coins,coin_value,cash,nav,dailyPnL,dailyPnLPct,totalPnL,totalPnLPct,VaR_annualized
130,2021-05-11,no-trade,0.0,56704.57421875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
131,2021-05-12,no-trade,0.0,49150.53515625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
132,2021-05-13,no-trade,0.0,49716.19140625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
133,2021-05-14,no-trade,0.0,49880.53515625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
134,2021-05-15,no-trade,0.0,46760.1875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
135,2021-05-16,no-trade,0.0,46456.05859375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
136,2021-05-17,no-trade,0.0,43537.51171875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
137,2021-05-18,no-trade,0.0,42909.40234375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
138,2021-05-19,no-trade,0.0,37002.44140625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
139,2021-05-20,no-trade,0.0,40782.73828125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
140,2021-05-21,no-trade,0.0,37304.69140625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
141,2021-05-22,no-trade,0.0,37536.6328125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
142,2021-05-23,no-trade,0.0,34770.58203125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
143,2021-05-24,no-trade,0.0,38705.98046875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
144,2021-05-25,no-trade,0.0,38402.22265625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
145,2021-05-26,no-trade,0.0,39294.19921875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
146,2021-05-27,no-trade,0.0,38436.96875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
147,2021-05-28,no-trade,0.0,35697.60546875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
148,2021-05-29,no-trade,0.0,34616.06640625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
149,2021-05-30,no-trade,0.0,35678.12890625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
150,2021-05-31,no-trade,0.0,37332.85546875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
