,time,side,exec_price,last_price,cost_price,pnl_costprice,quantity,num_coins,coin_value,cash,nav,dailyPnL,dailyPnLPct,totalPnL,totalPnLPct,VaR_annualized
106,2021-04-17,sell,60623.1364921875,60683.8203125,0.0,0.0,3.4914974120463236,0.0,0.0,972308.6394632342,972308.6394632342,-3315.709491589223,-0.0033985513944391702,-27691.360536765773,-0.027691360536765772,-0.0
107,2021-04-18,no-trade,0.0,56216.18359375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
108,2021-04-19,no-trade,0.0,55724.265625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
109,2021-04-20,no-trade,0.0,56473.03125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
110,2021-04-21,no-trade,0.0,53906.08984375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
111,2021-04-22,no-trade,0.0,51762.2734375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
112,2021-04-23,no-trade,0.0,51093.65234375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
113,2021-04-24,no-trade,0.0,50050.8671875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
114,2021-04-25,no-trade,0.0,49004.25390625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
115,2021-04-26,no-trade,0.0,54021.75390625,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
116,2021-04-27,no-trade,0.0,55033.1171875,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
117,2021-04-28,no-trade,0.0,54824.703125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
118,2021-04-29,no-trade,0.0,53555.109375,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
119,2021-04-30,no-trade,0.0,57750.17578125,0.0,0.0,0.0,0.0,0.0,972308.6394632342,972308.6394632342,0.0,0.0,-27691.360536765773,-0.027691360536765772,-0.0
