Date,close,long_signal,short_signal,log_return,long,short,long_costprice,short_costprice,long_dailypnl_pct,short_dailypnl_pct,total_dailypnl_pct,long_dailypnl_pct_posi,long_dailypnl_pct_nega,short_dailypnl_pct_posi,short_dailypnl_pct_nega,total_dailypnl_pct_posi,total_dailypnl_pct_nega,long_sumprofit,long_sumloss,short_sumprofit,short_sumloss,total_sumprofit,total_sumloss,long_PF,short_PF,total_PF,long_cumpnl_pct_pertrade,short_cumpnl_pct_pertrade,long_cumsignal_pertrade,short_cumsignal_pertrade,long_cumpnl_pct,short_cumpnl_pct,long_recovperiod,short_recovperiod,total_recovperiod,total_cumpnl_pct,long_cumpnl_max,short_cumpnl_max,total_cumpnl_max,long_drawdown,short_drawdown,total_drawdown,long_recovery_flag,short_recovery_flag,total_recovery_flag,long_position,short_position
2019-03-17,4025.22900390625,1.0,0.0,,1.0,0.0,4029.2542329101557,0.0,-0.000999500333083388,0.0,-0.000999500333083388,1.936671615686781,-1.6350726551180201,2.25706826575869,-0.8282624873885884,4.193739881445471,-2.4633351425066086,1.936671615686781,-1.6350726551180201,2.25706826575869,-0.8282624873885884,4.193739881445471,-2.4633351425066086,1.184455999324991,2.72506397443515,1.7024641954233073,-0.000999500333083388,0.0,0.0,0.0,-0.000999500333083388,0.0,0.0,0.0,0.0,-0.000999500333083388,-0.000999500333083388,0.0,-0.000999500333083388,0.0,0.0,0.0,0,0,0,,
2019-03-18,4032.50732421875,1.0,0.0,0.0018065426803688849,1.0,0.0,4029.2542329101557,0.0,0.0018065426803688849,0.0,0.0018065426803688849,0.0018065426803688849,0.0,0.0,0.0,0.0018065426803688849,0.0,1.9384781583671498,-1.6350726551180201,2.25706826575869,-0.8282624873885884,4.19554642412584,-2.4633351425066086,1.185560869298025,2.72506397443515,1.703197568097287,0.0008070423472854968,0.0,1.0,0.0,0.0008070423472854968,0.0,0.0,0.0,0.0,0.0008070423472854968,0.0008070423472854968,0.0,0.0008070423472854968,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-03-19,4071.190185546875,1.0,0.0,0.009547038273958657,1.0,0.0,4029.2542329101557,0.0,0.009547038273958657,0.0,0.009547038273958657,0.009547038273958657,0.0,0.0,0.0,0.009547038273958657,0.0,1.9480251966411084,-1.6350726551180201,2.25706826575869,-0.8282624873885884,4.205093462399798,-2.4633351425066086,1.1913997769722957,2.72506397443515,1.7070732235487998,0.010354080621244153,0.0,2.0,0.0,0.010354080621244153,0.0,0.0,0.0,0.0,0.010354080621244153,0.010354080621244153,0.0,0.010354080621244153,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-03-20,4087.476318359375,1.0,0.0,0.003992356946232674,1.0,0.0,4029.2542329101557,0.0,0.003992356946232674,0.0,0.003992356946232674,0.003992356946232674,0.0,0.0,0.0,0.003992356946232674,0.0,1.952017553587341,-1.6350726551180201,2.25706826575869,-0.8282624873885884,4.209085819346031,-2.4633351425066086,1.1938414769993468,2.72506397443515,1.7086939355978188,0.014346437567476826,0.0,3.0,0.0,0.014346437567476826,0.0,0.0,0.0,0.0,0.014346437567476826,0.014346437567476826,0.0,0.014346437567476826,0.0,0.0,0.0,0,0,0,0.0,0.0
2019-03-21,4029.326904296875,1.0,0.0,-0.014328401790338464,1.0,0.0,4029.2542329101557,0.0,-0.014328401790338464,0.0,-0.014328401790338464,0.0,-0.014328401790338464,0.0,0.0,0.0,-0.014328401790338464,1.952017553587341,-1.6494010569083586,2.25706826575869,-0.8282624873885884,4.209085819346031,-2.477663544296947,1.1834705364177511,2.72506397443515,1.698812507870348,1.8035777138361922e-05,0.0,4.0,0.0,1.8035777138361922e-05,0.0,1.0,0.0,1.0,1.8035777138361922e-05,0.014346437567476826,0.0,0.014346437567476826,-0.014328401790338464,0.0,-0.014328401790338464,1,0,1,0.0,0.0
2019-03-22,4023.96826171875,1.0,0.0,-0.0013307952232004976,1.0,0.0,4029.2542329101557,0.0,-0.0013307952232004976,0.0,-0.0013307952232004976,0.0,-0.0013307952232004976,0.0,0.0,0.0,-0.0013307952232004976,1.952017553587341,-1.650731852131559,2.25706826575869,-0.8282624873885884,4.209085819346031,-2.4789943395201472,1.1825164402484494,2.72506397443515,1.6979005366187214,-0.0013127594460621357,0.0,5.0,0.0,-0.0013127594460621357,0.0,2.0,0.0,2.0,-0.0013127594460621357,0.014346437567476826,0.0,0.014346437567476826,-0.01565919701353896,0.0,-0.01565919701353896,1,0,1,0.0,0.0
2019-03-23,4035.826416015625,1.0,0.0,0.002942547131099483,1.0,0.0,4029.2542329101557,0.0,0.002942547131099483,0.0,0.002942547131099483,0.002942547131099483,0.0,0.0,0.0,0.002942547131099483,0.0,1.9549601007184405,-1.650731852131559,2.25706826575869,-0.8282624873885884,4.2120283664771305,-2.4789943395201472,1.18429901149241,2.72506397443515,1.6990875288938507,0.0016297876850373473,0.0,6.0,0.0,0.0016297876850373473,0.0,3.0,0.0,3.0,0.0016297876850373473,0.014346437567476826,0.0,0.014346437567476826,-0.01271664988243948,0.0,-0.01271664988243948,1,0,1,0.0,0.0
2019-03-24,4022.168212890625,1.0,0.0,-0.003389978979623323,1.0,0.0,4029.2542329101557,0.0,-0.003389978979623323,0.0,-0.003389978979623323,0.0,-0.003389978979623323,0.0,0.0,0.0,-0.003389978979623323,1.9549601007184405,-1.6541218311111823,2.25706826575869,-0.8282624873885884,4.2120283664771305,-2.4823843184997707,1.1818718935624986,2.72506397443515,1.6967672310396604,-0.0017601912945859758,0.0,7.0,0.0,-0.0017601912945859758,0.0,4.0,0.0,4.0,-0.0017601912945859758,0.014346437567476826,0.0,0.014346437567476826,-0.0161066288620628,0.0,-0.0161066288620628,1,0,1,0.0,0.0
2019-03-25,3963.070556640625,1.0,0.0,-0.01480199577543759,1.0,0.0,4029.2542329101557,0.0,-0.01480199577543759,0.0,-0.01480199577543759,0.0,-0.01480199577543759,0.0,0.0,0.0,-0.01480199577543759,1.9549601007184405,-1.6689238268866198,2.25706826575869,-0.8282624873885884,4.2120283664771305,-2.497186314275208,1.171389651956388,2.72506397443515,1.6867096949871134,-0.016562187070023566,0.0,8.0,0.0,-0.016562187070023566,0.0,5.0,0.0,5.0,-0.016562187070023566,0.014346437567476826,0.0,0.014346437567476826,-0.030908624637500392,0.0,-0.030908624637500392,1,0,1,0.0,0.0
2019-03-26,3985.080810546875,1.0,0.0,0.005538472822803469,1.0,0.0,4029.2542329101557,0.0,0.005538472822803469,0.0,0.005538472822803469,0.005538472822803469,0.0,0.0,0.0,0.005538472822803469,0.0,1.960498573541244,-1.6689238268866198,2.25706826575869,-0.8282624873885884,4.217566839299934,-2.497186314275208,1.174708241297362,2.72506397443515,1.6889275802891204,-0.011023714247220097,0.0,9.0,0.0,-0.011023714247220097,0.0,6.0,0.0,6.0,-0.011023714247220097,0.014346437567476826,0.0,0.014346437567476826,-0.02537015181469692,0.0,-0.02537015181469692,1,0,1,0.0,0.0
