,customer_id,time_duration,event_day_2020/10/27,event_day_2020/10/28,event_day_2020/10/29,event_day_2020/10/30,event_day_2020/10/31,event_day_2020/11/1,gender_woman,age_10's,age_20's,age_30's,age_40's,age_50's,age_60's,age_Over70's,area1_max_time_duration,area2_max_time_duration,area3_max_time_duration,area4_max_time_duration,area5_max_time_duration,buy_flag
752,20201027-050010,17.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17.4,0.0,0.0,0.0,0.0,1
753,20201027-050022,59.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,18.0,33.2,0.0,0.0,1
754,20201027-050026,25.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,17.8,0.0,0.0,0.0,1
755,20201027-050035,37.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,19.0,12.6,0.0,1
756,20201027-050039,30.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,11.6,0.0,0.0,0.0,1
757,20201027-050049,23.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0.0,7.2,0.0,0.0,1
758,20201027-050050,32.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.2,0.0,0.0,0.0,9.6,1
759,20201027-050053,15.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,0.0,0.0,0.0,0.0,1
760,20201027-050060,15.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6.4,0.0,0.0,0.0,1
761,20201027-050061,14.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.4,0.0,0.0,0.0,0.0,1
762,20201027-050062,5.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.6,0.0,0.0,0.0,0.0,1
763,20201027-050067,19.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.8,1
764,20201027-050068,24.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,18.8,0.0,0.0,0
765,20201027-050075,26.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12.0,0.0,0.0,0.0,0.0,1
766,20201027-050091,89.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,53.6,18.4,5.2,0
767,20201027-050092,21.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3.8,0.0,0.0,0.0,11.2,1
768,20201027-050094,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,0.0,9.8,0.0,0.0,1
769,20201027-050095,22.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,10.4,0.0,0.0,0.0,1
770,20201027-050096,36.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.2,0.0,0.0,0
771,20201027-050102,41.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,15.0,0.0,0.0,0.0,1
772,20201027-050104,22.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,10.2,0.0,0.0,0.0,1
773,20201027-050106,22.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,5.0,0.0,0.0,0.0,1
774,20201027-050109,28.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,12.0,0.0,1
775,20201027-050110,214.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,74.6,0.0,21.0,5.4,10.0,1
776,20201027-050111,13.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,6.6,1
777,20201027-050112,53.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,53.0,1
778,20201027-050118,21.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13.4,0.0,0.0,0.0,0.0,1
779,20201027-050119,11.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,5.2,0.0,0.0,0.0,1
780,20201027-050123,36.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,9.6,0.0,0.0,1
781,20201027-050125,45.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,34.6,0.0,0.0,0.0,0.0,1
782,20201027-050130,13.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.8,0.0,0.0,0.0,1
783,20201027-050132,21.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,13.2,0.0,0.0,1
784,20201027-050133,17.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5.6,0.0,0.0,0.0,0.0,1
785,20201027-050136,7.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7.2,0.0,0.0,0.0,0.0,1
786,20201027-050137,24.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15.8,0.0,0.0,0.0,0.0,1
787,20201027-050139,21.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,9.8,0.0,0.0,0.0,0.0,1
788,20201027-050143,22.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6.6,0.0,0.0,0.0,0.0,1
789,20201027-050144,87.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,16.8,21.6,3.6,4.0,1
790,20201027-050148,63.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30.8,0.0,0.0,3.6,22.4,1
791,20201027-050150,73.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,45.2,0.0,8.6,0
792,20201027-050153,17.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,3.8,2.4,1
793,20201027-050164,7.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,5.8,1
794,20201027-050167,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,7.0,0.0,0.0,1
795,20201027-050170,24.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,15.6,1
796,20201027-050172,9.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.6,1
797,20201027-050174,36.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.0,22.2,0.0,0.0,0.0,1
798,20201027-050175,11.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,10.4,1
799,20201027-050178,132.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,72.0,63.0,0.0,0.0,1
800,20201027-050183,11.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.6,0.0,0.0,1
801,20201027-050184,51.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.8,0.0,12.6,0.0,0.0,1
802,20201027-050185,38.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,22.4,0.0,6.6,1
803,20201027-050189,18.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,12.2,0.0,0.0,1
804,20201027-050190,37.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,37.2,0.0,0.0,0.0,0.0,1
805,20201027-050197,56.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,45.8,0.0,0.0,0.0,0.0,1
806,20201027-050203,23.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,23.6,0.0,0.0,0.0,0.0,1
807,20201027-050204,12.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,4.6,1
808,20201027-060003,10.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.4,0.0,0.0,0.0,0.0,1
809,20201027-060004,11.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.0,1
810,20201027-060010,6.8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.8,0.0,1
811,20201027-060011,5.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6,0.0,0.0,0.0,0.0,1
812,20201027-060013,33.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.0,0.0,0.0,1
813,20201027-060015,25.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,23.6,1
814,20201027-060020,31.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,17.2,0.0,0.0,0.0,0.0,1
815,20201027-060021,123.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0
816,20201027-060027,44.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,11.2,0.0,0.0,0.0,1
817,20201027-060030,138.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32.4,97.6,0.0,0.0,0.0,1
818,20201027-060032,53.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42.8,0.0,0.0,0.0,0.0,1
819,20201027-060035,11.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,10.4,0
820,20201027-060036,32.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,17.8,10.0,0.0,1
821,20201027-060037,32.8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,11.0,5.4,0.0,0.0,0.0,0
822,20201027-060038,33.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26.0,0.0,0.0,0.0,0.0,0
823,20201027-060049,6.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.0,0.0,0.0,0.0,0
824,20201027-060053,36.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,21.8,5.8,0.0,0.0,0.0,1
825,20201027-060055,9.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.8,0.0,0.0,0.0,0.0,1
826,20201027-060059,45.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.2,7.4,14.2,0.0,0.0,1
827,20201027-060060,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,10.4,1
828,20201027-060061,32.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,12.0,0.0,0.0,1
829,20201027-060063,80.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,18.6,49.8,0.0,0.0,0.0,1
830,20201027-060064,33.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.2,0.0,7.0,0.0,0.0,0
831,20201027-060067,32.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7.8,0.0,0.0,4.0,0.0,0
832,20201027-060068,5.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.8,0
833,20201027-060070,32.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,27.4,0.0,0.0,0.0,0.0,1
834,20201027-060077,31.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,22.6,1
835,20201027-060079,18.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,14.0,0.0,1
836,20201027-060081,17.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6.6,0.0,0.0,0.0,0.0,1
837,20201027-060082,9.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,1
838,20201027-060083,11.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.6,0.0,0.0,1
839,20201027-060084,15.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,10.8,0.0,0.0,1
840,20201027-060090,14.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,9.4,0.0,0.0,0
841,20201027-060093,26.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11.8,0.0,0.0,0.0,9.8,1
842,20201027-060095,102.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19.8,43.0,15.4,0.0,0.0,1
843,20201027-060107,6.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6.6,0.0,0.0,0.0,0.0,1
844,20201027-060111,48.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,41.2,0.0,0.0,0.0,0.0,0
845,20201027-060126,13.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.6,0.0,0.0,0.0,1
846,20201027-060132,15.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,14.2,1
847,20201027-060134,33.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.8,0.0,0.0,0.0,1
848,20201027-060149,16.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2,0.0,0.0,0.0,0.0,1
849,20201027-060153,18.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8,0.0,0.0,0.0,0.0,0
850,20201027-060156,25.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,9.0,0.0,1
851,20201027-060163,23.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,13.2,0.0,0.0,1
852,20201027-060175,33.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.0,0.0,0.0,0.0,1
853,20201027-060178,4.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,3.2,1
854,20201027-060181,48.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,21.6,12.6,0.0,0.0,1
855,20201027-060182,22.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,13.6,0.0,0.0,1
856,20201027-060188,96.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,16.6,5.4,18.4,1
857,20201027-060189,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23.0,0.0,0.0,0.0,0.0,1
858,20201027-060191,11.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0.0,0.0,0.0,0.0,1
859,20201027-060193,20.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10.6,0.0,0.0,0.0,0.0,1
860,20201027-060196,22.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21.2,1
861,20201027-060203,19.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.8,0.0,2.8,0.0,1
862,20201027-060206,47.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26.6,1
863,20201027-060208,17.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.8,0.0,0.0,0.0,0.0,1
864,20201027-060212,10.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,5.8,0.0,0.0,1
865,20201027-060214,60.6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,59.4,1
866,20201027-060216,7.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,0.0,0.0,0.0,0.0,1
867,20201027-060220,18.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,11.4,0.0,0.0,0.0,0.0,1
868,20201027-060221,16.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,9.2,1
869,20201027-060230,14.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,14.4,0.0,0.0,0.0,0.0,1
870,20201027-060231,8.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.8,0.0,0.0,0.0,1
871,20201027-060232,13.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,7.6,0.0,0.0,1
872,20201027-060236,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,10.0,5.8,0.0,0.0,0
873,20201027-060239,70.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,29.8,0.0,0.0,30.8,10.8,0
874,20201027-060240,7.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7.4,0.0,0.0,0.0,0.0,1
875,20201027-060241,24.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,14.2,0.0,0.0,0.0,0.0,1
876,20201027-060242,22.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,13.4,0.0,0.0,0
877,20201027-060250,27.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.8,8.8,0.0,11.2,1
878,20201027-060251,16.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,6.6,0.0,6.4,1
879,20201027-060255,20.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11.4,0.0,0.0,0.0,0.0,1
880,20201027-060256,38.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.2,0.0,0.0,0.0,8.6,1
881,20201027-060257,11.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
882,20201027-060271,43.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,33.8,0.0,0.0,1
883,20201027-060276,124.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,76.0,0.0,0.0,0
884,20201027-060278,16.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,7.4,0.0,0.0,0
885,20201027-060279,150.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,106.0,13.0,0.0,0.0,0.0,0
886,20201027-060282,102.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,40.2,0.0,0.0,0.0,0.0,1
887,20201027-060284,14.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.8,3.4,0.0,1
888,20201027-060287,14.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,4.4,1
889,20201027-060288,122.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0.0,11.8,0.0,0.0,1
890,20201027-060289,19.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.2,0.0,0.0,0.0,0.0,1
891,20201027-060294,7.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7.4,0.0,0.0,0.0,0.0,1
892,20201027-060297,14.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,4.2,0.0,0.0,1
893,20201027-060298,35.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,4.0,0.0,2.8,0.0,1
894,20201027-060301,13.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,0.0,0.0,0.0,0.0,1
895,20201027-060305,59.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.8,0.0,16.2,10.8,0.0,1
896,20201027-060310,8.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.0,1
897,20201028-010003,75.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,47.6,1
898,20201028-010004,16.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.6,5.6,0.0,0.0,0.0,1
899,20201028-010005,27.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5.6,0.0,0.0,0.0,13.8,1
900,20201028-010008,42.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.2,0.0,0.0,4.2,0.0,1
901,20201028-010011,10.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,4.0,0.0,0.0,1
902,20201028-010012,7.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,6.2,1
903,20201028-010015,37.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,18.0,0.0,0.0,8.2,1
904,20201028-010022,11.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0.0,0.0,0.0,0.0,1
905,20201028-010024,33.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24.6,0.0,0.0,0.0,0.0,1
906,20201028-010025,3.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.0,0
907,20201028-010027,27.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,7.4,9.6,0.0,1
908,20201028-010028,21.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,10.4,0.0,0.0,0.0,0.0,1
909,20201028-010033,26.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23.0,0.0,0.0,0.0,0.0,1
910,20201028-010035,29.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,24.6,0.0,0.0,1
911,20201028-010036,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.8,0.0,0.0,0.0,0.0,1
912,20201028-010037,12.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,8.4,0.0,1
913,20201028-010046,8.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,5.2,0.0,1
914,20201028-010048,44.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,44.6,0.0,0.0,0.0,0.0,1
915,20201028-010049,57.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,47.4,0.0,0.0,0.0,1
916,20201028-010051,57.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,57.4,0.0,0.0,0.0,0.0,1
917,20201028-010052,21.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9.2,0.0,0.0,0.0,0.0,1
918,20201028-010054,15.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.4,0.0,0.0,0.0,0.0,1
919,20201028-010061,16.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7.2,0.0,0.0,0.0,0.0,1
920,20201028-010063,23.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15.2,0.0,0.0,0.0,0.0,1
921,20201028-010072,51.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,21.8,0.0,0.0,0.0,1
922,20201028-010083,24.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,13.8,0.0,1
923,20201028-010085,17.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7.8,0.0,0.0,0.0,0.0,1
924,20201028-010086,13.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.4,0.0,0.0,0.0,0.0,1
925,20201028-010087,26.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7.8,0.0,0.0,0.0,6.8,1
926,20201028-010088,13.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13.2,0.0,0.0,0.0,0.0,1
927,20201028-010090,16.4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,8.2,0.0,0.0,0.0,0.0,1
928,20201028-010094,7.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,6.6,1
929,20201028-010095,33.4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.8,0.0,0.0,0.0,0.0,1
930,20201028-010097,41.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,14.8,0.0,7.8,0.0,1
931,20201028-010098,17.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,1
932,20201028-010099,32.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32.8,0.0,0.0,0.0,0.0,1
933,20201028-010101,17.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.6,0.0,0.0,0.0,0.0,1
934,20201028-010102,25.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.4,0.0,0.0,0.0,0.0,1
935,20201028-010103,14.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.4,1
936,20201028-010104,29.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,13.6,0.0,0.0,0.0,1
937,20201028-010107,34.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,23.2,0.0,0.0,1
938,20201028-010109,16.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16.8,0.0,0.0,0.0,0.0,0
939,20201028-010110,19.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.6,0.0,0.0,0.0,0.0,1
940,20201028-010112,20.6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,5.4,0.0,0.0,0.0,1
941,20201028-010116,80.2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46.4,5.2,0.0,9.6,9.4,0
942,20201028-010118,17.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,0.0,0.0,0.0,0.0,1
943,20201028-010121,59.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,40.2,5.2,9.6,1
944,20201028-010123,284.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,31.0,58.2,83.2,1
945,20201028-010129,8.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.4,0.0,0.0,0.0,0.0,0
946,20201028-010131,10.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3.4,1
947,20201028-010132,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,4.0,0.0,0.0,1
948,20201028-010139,71.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,48.6,10.8,0.0,1
949,20201028-010143,49.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,6.6,34.4,1
950,20201028-010145,27.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10.4,0.0,0.0,0.0,0.0,1
951,20201028-010146,11.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.4,0.0,0.0,0.0,1
952,20201028-010147,23.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.8,0.0,0.0,0.0,0.0,1
953,20201028-010150,22.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,15.4,0.0,0.0,1
954,20201028-010151,142.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,117.8,0.0,0.0,0.0,0.0,1
955,20201028-010156,29.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,23.6,0.0,0.0,0.0,0.0,1
956,20201028-010163,53.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,12.8,36.4,0.0,0.0,0.0,0
957,20201028-010164,43.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,5.6,0.0,0.0,0.0,1
958,20201028-010165,41.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,13.0,0.0,0.0,1
959,20201028-010174,44.8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8.8,24.0,0.0,0.0,0.0,1
960,20201028-010175,26.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.8,0.0,0.0,0.0,0.0,1
961,20201028-010176,22.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.8,0.0,0.0,0.0,0.0,1
962,20201028-010178,14.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.8,0.0,0.0,0.0,1
963,20201028-010181,6.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,5.0,1
964,20201028-010185,33.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,6.6,0.0,1
965,20201028-020002,12.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.8,0.0,0.0,0.0,0.0,1
966,20201028-020006,23.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.8,0.0,13.0,0.0,0.0,1
967,20201028-020007,127.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19.6,8.2,13.2,0.0,0.0,1
968,20201028-020012,42.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.4,11.2,0.0,0.0,0.0,1
969,20201028-020015,18.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,1
970,20201028-020019,20.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.8,0.0,0.0,0.0,0.0,1
